Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Source_Type,PM25_Filled,SO2_Filled,NOx_Filled,Exceedance_Flag,Sector,Latitude,Longitude,Exceed_PM25,Exceed_SO2,Exceed_NOx,Any_Exceedance,AQI_PM25,AQI_SO2,AQI_NOx,AQI_Overall,AQI_Category,Load_PM25_kg_day,Load_SO2_kg_day,Load_NOx_kg_day,PM25_24h_avg,PM25_24h_p95,SO2_24h_avg,SO2_24h_p95,NOx_24h_avg,NOx_24h_p95,Wind_Contribution_Score,Health_Risk_Score,Date,Hour,DayOfWeek,Location_ID,Wind_Speed_kmh,Wind_Dir_deg,Temp_C,Humidity_RH
E02259,LOC-MUM-01,A-01,0.0,2025-01-03 08:15:00,109.2925,161.57,50.78,ug/m3,MAINT,Ambient,True,False,False,EXCEEDANCE,City,19.0761,72.8787,True,True,False,True,264.5,127.9,64.1,264.5,Poor,,,,141.01687719298243,273.8,137.10004048582996,275.7,142.98833157894737,267.0,0.476,66.125,2025-01-03,8.0,Friday,LOC-MUM-01,22.1,264.0,24.3,51.4
E02260,LOC-BLR-01,A-01,,2025-01-03 08:15:00,108.0,0.8,162.9,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,12.9724,77.5937,True,False,True,True,260.3,1.0,183.1,260.3,Poor,,,,137.8634605263158,273.8,132.05761654135338,275.7,127.14772036474164,267.0,0.819,65.075,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02261,PL-01,S-01,1602.9,2025-01-03 08:30:00,111.76,128.63,97.25,ug/m3,MAINT,Stack,False,False,False,OK,Cement,13.0818,80.2709,False,False,False,False,272.7,117.0,118.0,272.7,Poor,0.004299362496,0.004948344648,0.0037411686000000006,146.59157349537037,273.8,148.68897395833332,275.7,132.8616875,267.0,0.0,68.175,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02262,PL-01,S-02,3225.5,2025-01-03 08:30:00,273.8,275.7,227.30272727272728,ug/m3,OK,Stack,False,False,True,EXCEEDANCE,Cement,13.0825,80.2703,True,True,False,True,500.0,165.6,247.8,500.0,Severe,0.0211954056,0.021342488399999998,0.017595958723636368,139.43052777777777,273.8,153.9304323743386,275.7,144.04566208964647,267.0,0.0,125.0,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02263,PL-02,S-01,4398.3,2025-01-03 08:30:00,45.14,112.86,242.48,ug/m3,FAULT,Stack,False,False,False,OK,Steel,19.0757,72.8779,False,False,False,False,75.6,111.8,262.8,262.8,Poor,0.004764942288000001,0.011913411312000001,0.025595994816,141.7903125,273.8,131.25030381944444,275.7,124.42443824404762,267.0,0.0,18.9,2025-01-03,8.0,Friday,LOC-MUM-01,22.1,264.0,24.3,51.4
E02264,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02265,PL-03,S-02,3275.6,2025-01-03 08:30:00,141.2,56.1,55.7,ug/m3,MAINT,Stack,False,False,False,OK,Power,12.9722,77.5957,False,False,False,False,317.1,70.6,70.2,317.1,Very Poor,0.01110035328,0.00441026784,0.00437882208,141.23971929824563,273.8,154.36636842105264,275.7,134.4980701754386,267.0,0.0,79.275,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02266,PL-03,S-03,2910.5,2025-01-03 08:30:00,273.8,216.83,2.48,ug/m3,FAULT,Stack,True,False,False,EXCEEDANCE,Power,12.9717,77.594,True,True,False,True,500.0,146.1,3.1,500.0,Severe,0.019125477600000003,0.015146009160000001,0.00017323295999999998,141.69460416666666,273.8,176.52549305555556,275.7,136.76044791666666,267.0,0.0,125.0,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02267,LOC-DEL-01,A-01,0.0,2025-01-03 08:30:00,273.8,177.8,148.6,ug/m3,OK,Ambient,True,False,False,EXCEEDANCE,City,28.6149,77.2094,True,True,True,True,500.0,133.3,168.9,500.0,Severe,,,,131.4254433760684,273.8,146.81452631578946,275.7,122.59334490740741,267.0,0.0,125.0,2025-01-03,8.0,Friday,LOC-DEL-01,13.3,221.0,13.3,67.9
E02268,LOC-DEL-02,A-02,,2025-01-03 08:30:00,273.8,275.7,267.0,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,28.6193,77.2152,True,True,True,True,500.0,165.6,287.1,500.0,Severe,,,,148.0988227929374,273.8,141.5520469234885,275.7,147.69905656565658,267.0,0.0,125.0,2025-01-03,8.0,Friday,LOC-DEL-01,13.3,221.0,13.3,67.9
E02269,LOC-MUM-01,A-01,,2025-01-03 08:30:00,98.24,182.75,101.47,ug/m3,OK,Ambient,False,False,False,EXCEEDANCE,City,19.0759,72.8769,True,True,True,True,228.0,134.9,122.2,228.0,Poor,,,,140.4215087719298,273.8,139.01235627530363,275.7,142.79843684210527,267.0,0.757,57.0,2025-01-03,8.0,Friday,LOC-MUM-01,22.1,264.0,24.3,51.4
E02270,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02271,PL-01,S-01,2785.1,2025-01-03 08:45:00,118.97,78.24,193.04,ug/m3,MAINT,Stack,True,False,False,OK,Cement,13.0827,80.2711,False,False,False,False,296.6,97.8,213.8,296.6,Poor,0.007952240328,0.005229749376,0.012903256895999998,145.86699016203704,273.8,148.86366145833333,275.7,133.5623125,267.0,0.0,74.15,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02272,PL-01,S-02,3270.4,2025-01-03 08:45:00,273.8,275.7,267.0,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Cement,13.0825,80.2712,True,True,False,True,500.0,165.6,287.1,500.0,Severe,0.02149045248,0.021639582719999998,0.020956723200000003,140.94334027777776,273.8,155.57147404100527,275.7,145.56201625631311,267.0,0.0,125.0,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02273,PL-02,S-01,2435.2,2025-01-03 08:45:00,107.62,100.57,117.33,ug/m3,MAINT,Stack,False,False,False,OK,Steel,19.0755,72.8778,False,False,False,False,259.0,107.8,137.9,259.0,Poor,0.0062898293760000005,0.005877793535999999,0.0068573283839999995,141.19510416666668,273.8,131.5766579861111,275.7,125.22693824404762,267.0,0.0,64.75,2025-01-03,8.0,Friday,LOC-MUM-01,22.1,264.0,24.3,51.4
E02274,PL-03,S-01,4084.4,2025-01-03 08:45:00,1.55,104.09,98.0,ug/m3,MAINT,Stack,False,False,False,OK,Power,12.9713,77.5945,False,False,False,False,2.6,108.9,118.7,118.7,Moderate,0.00015193968000000002,0.010203484704,0.0096065088,123.0411111111111,273.8,130.61676909722223,275.7,119.38411297123015,267.0,0.0,0.65,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02275,PL-03,S-02,3818.0,2025-01-03 08:45:00,70.7,117.1,131.94,ug/m3,MAINT,Stack,False,False,True,OK,Power,12.9711,77.5956,False,False,False,False,136.1,113.2,152.4,152.4,Moderate,0.0064783824000000005,0.0107301072,0.01208992608,140.21656140350876,273.8,155.22531578947368,275.7,135.86164912280702,267.0,0.0,34.025,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02276,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02277,LOC-DEL-01,A-01,0.0,2025-01-03 08:45:00,89.3,61.5,133.4,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,28.6131,77.2094,True,False,True,True,197.7,77.3,153.8,197.7,Moderate,,,,130.66711004273506,273.8,140.36105263157893,275.7,122.29959490740741,267.0,0.0,49.425,2025-01-03,8.0,Friday,LOC-DEL-01,13.3,221.0,13.3,67.9
E02278,LOC-DEL-02,A-02,,2025-01-03 08:45:00,15.15,131.31,34.34,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,28.6204,77.2151,False,True,False,True,25.2,117.9,42.9,117.9,Moderate,,,,145.9809576243981,273.8,141.66328287854466,275.7,146.24105656565658,267.0,0.0,6.3,2025-01-03,8.0,Friday,LOC-DEL-01,13.3,221.0,13.3,67.9
E02279,LOC-MUM-01,A-01,,2025-01-03 08:45:00,139.8,114.61,1.08,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,19.075,72.8774,True,True,False,True,316.0,112.4,1.4,316.0,Very Poor,,,,139.01098245614034,273.8,137.31667206477732,275.7,139.99927894736842,267.0,0.476,79.0,2025-01-03,8.0,Friday,LOC-MUM-01,22.1,264.0,24.3,51.4
E02280,LOC-BLR-01,A-01,,2025-01-03 08:45:00,87.74545454545455,216.3,161.9,ug/m3,MAINT,Ambient,True,False,False,EXCEEDANCE,City,12.9722,77.5942,True,True,True,True,192.5,146.0,182.1,192.5,Moderate,,,,137.0355179425837,273.8,133.98603759398497,275.7,126.30729483282674,267.0,0.819,48.125,2025-01-03,8.0,Friday,LOC-BLR-01,10.7,159.0,22.5,45.4
E02281,PL-01,S-01,1053.6,2025-01-03 09:00:00,176.27,155.59,21.47,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Cement,13.0818,80.2697,True,False,False,True,343.8,125.9,26.8,343.8,Very Poor,0.004457233728,0.0039343109759999995,0.0005428990079999999,144.85105266203703,273.8,149.71543229166667,275.7,132.18564583333333,267.0,0.0,85.95,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02282,PL-01,S-02,3940.0,2025-01-03 09:00:00,85.1,68.98,38.47,ug/m3,MAINT,Stack,False,False,False,OK,Cement,13.0831,80.2712,False,False,False,False,183.8,86.5,48.1,183.8,Moderate,0.008047056,0.0065227488,0.0036377232,140.54469444444445,273.8,154.72011987433862,275.7,145.26972458964647,267.0,0.0,45.95,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02283,PL-02,S-01,4057.8,2025-01-03 09:00:00,273.8,275.7,267.0,ug/m3,MAINT,Stack,False,False,False,EXCEEDANCE,Steel,19.0756,72.8771,True,True,False,True,500.0,165.6,287.1,500.0,Severe,0.026664615360000005,0.02684965104,0.026002382400000003,142.3607291666667,273.8,132.66676215277778,275.7,126.57964657738096,267.0,0.0,125.0,2025-01-03,9.0,Friday,LOC-MUM-01,16.3,312.0,27.0,52.9
E02284,PL-03,S-01,3003.2,2025-01-03 09:00:00,58.55,134.36,134.18,ug/m3,FAULT,Stack,False,False,False,OK,Power,12.972,77.5953,False,False,False,False,97.6,118.9,154.6,154.6,Moderate,0.00422009664,0.009684238848,0.009671265024,122.44840277777779,273.8,130.56270659722222,275.7,119.68713380456349,267.0,0.0,24.4,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02285,PL-03,S-02,2522.0,2025-01-03 09:00:00,133.8,172.1,154.1,ug/m3,FAULT,Stack,False,False,False,OK,Power,12.972,77.5956,False,False,False,False,311.4,131.4,174.3,311.4,Very Poor,0.008098646400000001,0.010416868800000001,0.009327364800000001,138.74287719298246,273.8,155.42847368421053,275.7,136.441649122807,267.0,0.0,77.85,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02286,PL-03,S-03,2088.9,2025-01-03 09:00:00,67.52,2.48,137.13,ug/m3,FAULT,Stack,False,False,False,OK,Power,12.9726,77.5942,False,False,False,False,125.6,3.1,157.5,157.5,Moderate,0.003385020672,0.000124331328,0.006874820568,140.85814583333334,273.8,176.39663888888887,275.7,137.41128125,267.0,0.0,31.4,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02287,LOC-DEL-01,A-01,,2025-01-03 09:00:00,273.8,186.1,156.5,ug/m3,MAINT,Ambient,True,False,False,EXCEEDANCE,City,28.6141,77.208,True,True,True,True,500.0,136.0,176.7,500.0,Severe,,,,131.91711004273506,273.8,140.7,275.7,123.30376157407407,267.0,0.21,125.0,2025-01-03,9.0,Friday,LOC-DEL-01,12.3,279.0,14.6,62.8
E02288,LOC-DEL-02,A-02,0.0,2025-01-03 09:00:00,104.75,1.01,98.69,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,28.6205,77.2151,True,False,True,True,249.5,1.3,119.4,249.5,Poor,,,,144.45792391653293,273.8,139.83373231674693,275.7,144.37094545454545,267.0,0.21,62.375,2025-01-03,9.0,Friday,LOC-DEL-01,12.3,279.0,14.6,62.8
E02289,LOC-MUM-01,A-01,,2025-01-03 09:00:00,103.04,161.76,154.9,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,19.0767,72.8768,True,True,True,True,243.8,128.0,175.1,243.8,Poor,,,,139.62814035087717,273.8,137.83056680161943,275.7,140.07875263157894,267.0,0.99,60.95,2025-01-03,9.0,Friday,LOC-MUM-01,16.3,312.0,27.0,52.9
E02290,LOC-BLR-01,A-01,0.0,2025-01-03 09:00:00,273.8,275.7,267.0,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,12.9718,77.5953,True,True,True,True,500.0,165.6,287.1,500.0,Severe,,,,138.26183373205743,273.8,136.52393233082705,275.7,127.90516717325228,267.0,0.891,125.0,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02291,PL-01,S-01,3807.3,2025-01-03 09:15:00,121.76,194.61,186.27,ug/m3,OK,Stack,False,False,False,OK,Cement,13.082,80.2714,False,False,False,False,302.3,138.8,207.1,302.3,Very Poor,0.011125844352000001,0.017782527672000004,0.017020458504,143.5499068287037,273.8,149.47439062499998,275.7,123.90333333333332,267.0,0.0,75.575,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02292,PL-01,S-02,4618.6,2025-01-03 09:15:00,146.12,103.47,88.57,ug/m3,MAINT,Stack,False,False,False,OK,Cement,13.0821,80.2717,False,False,False,False,320.8,108.7,109.4,320.8,Very Poor,0.016196875968000003,0.011469277008000002,0.009817665648,141.08781944444445,273.8,155.77876570767197,275.7,143.41107875631315,267.0,0.0,80.2,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02293,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02294,PL-03,S-01,1383.2,2025-01-03 09:15:00,94.27,167.0,76.36,ug/m3,FAULT,Stack,False,False,False,OK,Power,12.9718,77.5951,False,False,False,False,214.8,129.7,95.5,214.8,Poor,0.003129462336,0.0055438656,0.002534907648,120.57829861111111,273.8,131.39603993055553,275.7,119.67473797123016,267.0,0.0,53.7,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02295,PL-03,S-02,1409.9,2025-01-03 09:15:00,199.5,86.8,112.2,ug/m3,OK,Stack,False,False,False,EXCEEDANCE,Power,12.9728,77.5944,True,False,False,True,361.5,103.2,132.8,361.5,Very Poor,0.006750601200000001,0.0029371036800000003,0.0037965787200000007,137.96077192982457,273.8,153.44005263157894,275.7,134.81217543859648,267.0,0.0,90.375,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02296,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02297,LOC-DEL-01,A-01,0.0,2025-01-03 09:15:00,224.1,105.7,43.7,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,28.6143,77.2093,True,True,False,True,380.3,109.5,55.4,380.3,Very Poor,,,,131.3994017094017,273.8,131.28736842105263,275.7,120.9777199074074,267.0,0.21,95.075,2025-01-03,9.0,Friday,LOC-DEL-01,12.3,279.0,14.6,62.8
E02298,LOC-DEL-02,A-02,0.0,2025-01-03 09:15:00,224.0771428571429,60.71,128.69,ug/m3,OK,Ambient,True,False,False,EXCEEDANCE,City,28.6207,77.2145,True,False,True,True,380.2,76.3,149.2,380.2,Very Poor,,,,144.92935248796147,273.8,138.6818222043874,275.7,145.1273898989899,267.0,0.21,95.05,2025-01-03,9.0,Friday,LOC-DEL-01,12.3,279.0,14.6,62.8
E02299,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02300,LOC-BLR-01,A-01,0.0,2025-01-03 09:15:00,78.0,193.2,178.1,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,12.9723,77.5953,True,True,True,True,160.3,138.3,198.1,198.1,Moderate,,,,138.58078110047848,273.8,136.8534060150376,275.7,128.43353383458646,267.0,0.613,40.075,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02301,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02302,PL-01,S-02,1695.8,2025-01-03 09:30:00,107.76,86.22,135.92,ug/m3,MAINT,Stack,False,False,False,OK,Cement,13.0821,80.2713,False,False,False,False,259.5,103.0,156.3,259.5,Poor,0.004385745791999999,0.003509085024,0.0055318352639999995,139.35823611111113,273.8,153.80501570767194,275.7,142.04566208964647,267.0,0.0,64.875,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02303,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02304,PL-03,S-01,2683.9,2025-01-03 09:30:00,106.91,156.27,157.36,ug/m3,MAINT,Stack,False,False,False,OK,Power,12.9723,77.5949,False,False,False,False,256.7,126.1,177.6,256.7,Poor,0.006886457976,0.010065913272,0.010136124096000001,120.47225694444445,273.8,131.86093576388888,275.7,119.74952963789683,267.0,0.0,64.175,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02305,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02306,PL-03,S-03,4081.8,2025-01-03 09:30:00,273.8,275.7,267.0,ug/m3,OK,Stack,False,False,False,EXCEEDANCE,Power,12.9711,77.5938,True,True,False,True,500.0,165.6,287.1,500.0,Severe,0.026822324160000004,0.027008454240000004,0.026156174400000003,143.03262500000002,273.8,178.28049305555555,275.7,139.04260069444445,267.0,0.0,125.0,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02307,LOC-DEL-01,A-01,0.0,2025-01-03 09:30:00,273.8,0.9,94.7,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,28.6138,77.2093,True,False,True,True,500.0,1.1,115.5,500.0,Severe,,,,133.30148504273504,273.8,129.99263157894737,275.7,120.20167824074075,267.0,0.21,125.0,2025-01-03,9.0,Friday,LOC-DEL-01,12.3,279.0,14.6,62.8
E02308,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02309,LOC-MUM-01,A-01,0.0,2025-01-03 09:30:00,96.76,143.92,267.0,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,19.076,72.8772,True,True,True,True,223.1,122.1,287.1,287.1,Poor,,,,138.7075087719298,273.8,136.65404048582997,275.7,140.76033157894736,267.0,0.99,55.775,2025-01-03,9.0,Friday,LOC-MUM-01,16.3,312.0,27.0,52.9
E02310,,,,,,,,ug/m3,GAP_FILLED,Unknown,False,False,False,OK,,,,False,False,False,False,,,,,Unknown,,,,,,,,,,0.0,,,,,,,,,
E02311,PL-01,S-01,4698.8,2025-01-03 09:45:00,117.55,188.335,171.96,ug/m3,OK,Stack,False,True,False,OK,Cement,13.0824,80.2716,False,False,False,False,291.9,136.7,192.0,291.9,Poor,0.013256254560000002,0.021238763952,0.019392135552000003,143.55605266203705,273.8,149.819546875,275.7,125.67416666666666,267.0,0.0,72.975,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02312,PL-01,S-02,1459.7,2025-01-03 09:45:00,140.2,169.18,2.35,ug/m3,MAINT,Stack,False,False,False,OK,Cement,13.0838,80.271,False,False,False,False,316.3,130.4,2.9,316.3,Very Poor,0.004911598560000001,0.005926849104,8.232708e-05,139.08396527777776,273.8,155.1336615410053,275.7,140.03566208964645,267.0,0.0,79.075,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02313,PL-02,S-01,2956.2,2025-01-03 09:45:00,273.8,275.7,267.0,ug/m3,MAINT,Stack,False,False,False,EXCEEDANCE,Steel,19.0769,72.8774,True,True,False,True,500.0,165.6,287.1,500.0,Severe,0.019425781439999998,0.019560584160000002,0.0189433296,144.685,273.8,134.32832465277775,275.7,128.1635007440476,267.0,0.0,125.0,2025-01-03,9.0,Friday,LOC-MUM-01,16.3,312.0,27.0,52.9
E02314,PL-03,S-01,3696.7,2025-01-03 09:45:00,1.55,141.18,153.73,ug/m3,MAINT,Stack,False,False,False,OK,Power,12.972,77.5948,False,False,False,False,2.6,121.2,174.0,174.0,Moderate,0.00013751724,0.012525602544,0.013639048583999999,120.47225694444444,273.8,132.44333159722223,275.7,120.89630047123016,267.0,0.0,0.65,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02315,PL-03,S-02,3614.0,2025-01-03 09:45:00,225.5,42.9,88.5,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Power,12.9716,77.5955,True,False,False,True,381.3,54.4,109.3,381.3,Very Poor,0.019558968,0.0037209744000000003,0.007676136,138.45761403508772,273.8,153.1147894736842,275.7,134.04480701754386,267.0,0.0,95.325,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02316,PL-03,S-03,2469.6,2025-01-03 09:45:00,189.7,14.85,111.49,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Power,12.9722,77.5948,True,False,False,True,354.0,18.6,132.1,354.0,Very Poor,0.011243594879999999,0.0008801654399999999,0.006608056896,144.58991666666665,273.8,177.54820138888888,275.7,138.88687152777777,267.0,0.0,88.5,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02317,LOC-DEL-01,A-01,,2025-01-03 09:45:00,225.2,185.3,680.6625,ug/m3,MAINT,Ambient,False,False,True,EXCEEDANCE,City,28.6144,77.2098,True,True,True,True,381.1,135.7,500.0,500.0,Severe,,,,134.84419337606838,273.8,130.07263157894735,275.7,124.4367042824074,267.0,0.21,95.275,2025-01-03,9.0,Friday,LOC-DEL-01,12.3,279.0,14.6,62.8
E02318,LOC-DEL-02,A-02,,2025-01-03 09:45:00,273.8,73.335,267.0,ug/m3,FAULT,Ambient,False,True,False,EXCEEDANCE,City,28.6198,77.2149,True,False,True,True,500.0,91.8,287.1,500.0,Severe,,,,146.31126260032102,273.8,138.1801929909042,275.7,146.32305656565657,267.0,0.21,125.0,2025-01-03,9.0,Friday,LOC-DEL-01,12.3,279.0,14.6,62.8
E02319,LOC-MUM-01,A-01,0.0,2025-01-03 09:45:00,158.04,140.59,179.8,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,19.0765,72.8773,True,True,True,True,329.9,121.0,199.8,329.9,Very Poor,,,,138.7539298245614,273.8,137.12056680161945,275.7,142.6415947368421,267.0,0.99,82.475,2025-01-03,9.0,Friday,LOC-MUM-01,16.3,312.0,27.0,52.9
E02320,LOC-BLR-01,A-01,0.0,2025-01-03 09:45:00,499.8,275.7,267.0,ug/m3,FAULT,Ambient,False,False,False,EXCEEDANCE,City,12.9714,77.594,True,True,True,True,500.0,165.6,287.1,500.0,Severe,,,,142.26920215311003,273.8,137.95235338345864,275.7,129.87693452380952,267.0,0.799,125.0,2025-01-03,9.0,Friday,LOC-BLR-01,14.6,233.0,22.7,42.3
E02321,PL-01,S-01,2336.2,2025-01-03 10:00:00,161.86,65.39,118.24,ug/m3,FAULT,Stack,False,False,False,EXCEEDANCE,Cement,13.0837,80.2709,True,False,False,True,332.8,82.1,138.8,332.8,Very Poor,0.009075295968,0.0036663388319999996,0.006629574911999999,142.39001099537037,273.8,149.07402604166666,275.7,126.88541666666664,267.0,0.0,83.2,2025-01-03,10.0,Friday,LOC-BLR-01,13.3,228.0,22.4,36.5
E02322,PL-01,S-02,2267.5,2025-01-03 10:00:00,118.47,75.1,229.59,ug/m3,FAULT,Stack,False,False,False,OK,Cement,13.0838,80.2718,False,False,False,False,294.9,94.0,250.0,294.9,Poor,0.0064471374,0.004086942,0.0124942878,138.95531944444446,273.8,154.03668237433862,275.7,140.39597458964644,267.0,0.0,73.725,2025-01-03,10.0,Friday,LOC-BLR-01,13.3,228.0,22.4,36.5
E02323,PL-02,S-01,3022.6,2025-01-03 10:00:00,115.14,14.76,144.76,ug/m3,FAULT,Stack,False,False,False,OK,Steel,19.0756,72.8772,False,False,False,False,283.9,18.4,165.1,283.9,Poor,0.008352531936,0.001070725824,0.010501237823999999,144.44489583333333,273.8,133.64374131944444,275.7,129.51766741071427,267.0,0.0,70.975,2025-01-03,10.0,Friday,LOC-MUM-01,20.8,277.0,26.2,48.3
E02324,PL-03,S-01,3835.5,2025-01-03 10:00:00,224.26,76.18,162.55,ug/m3,MAINT,Stack,True,False,False,EXCEEDANCE,Power,12.9722,77.5938,True,False,False,True,380.4,95.3,182.7,380.4,Very Poor,0.02064358152,0.00701252136,0.014963052600000002,122.18517361111111,273.8,132.38739409722223,275.7,121.38880047123017,267.0,0.0,95.1,2025-01-03,10.0,Friday,LOC-BLR-01,13.3,228.0,22.4,36.5
E02325,PL-03,S-02,1335.4,2025-01-03 10:00:00,56.2,83.72,127.11428571428571,ug/m3,OK,Stack,False,True,True,OK,Power,12.9718,77.5941,False,False,False,False,93.8,102.2,147.6,147.6,Moderate,0.0018011875200000002,0.002683192512,0.004073962011428572,137.26498245614033,273.8,152.7592105263158,275.7,133.59758897243108,267.0,0.0,23.45,2025-01-03,10.0,Friday,LOC-BLR-01,13.3,228.0,22.4,36.5
E02326,PL-03,S-03,1921.6,2025-01-03 10:00:00,150.54000000000002,228.71,146.44,ug/m3,FAULT,Stack,True,False,False,EXCEEDANCE,Power,12.9726,77.5948,True,True,False,True,324.2,150.1,166.7,324.2,Very Poor,0.0069426639360000006,0.010547739264000001,0.006753578495999999,146.00335416666667,273.8,178.90955555555556,275.7,138.70853819444446,267.0,0.0,81.05,2025-01-03,10.0,Friday,LOC-BLR-01,13.3,228.0,22.4,36.5
E02327,LOC-DEL-01,A-01,0.0,2025-01-03 10:00:00,160.4,251.225,96.0,ug/m3,MAINT,Ambient,False,True,False,EXCEEDANCE,City,28.6136,77.2089,True,True,True,True,331.7,157.5,116.8,331.7,Very Poor,,,,135.54627670940172,273.8,131.37605263157894,275.7,123.50545428240741,267.0,0.421,82.925,2025-01-03,10.0,Friday,LOC-DEL-01,18.3,298.0,17.0,53.8
E02328,LOC-DEL-02,A-02,0.0,2025-01-03 10:00:00,273.8,275.7,267.0,ug/m3,MAINT,Ambient,False,False,False,EXCEEDANCE,City,28.6205,77.2148,True,True,True,True,500.0,165.6,287.1,500.0,Severe,,,,148.83159967897274,273.8,140.50614804708403,275.7,147.8183898989899,267.0,0.421,125.0,2025-01-03,10.0,Friday,LOC-DEL-01,18.3,298.0,17.0,53.8
