Plant_ID,Stack_ID,TS,Source_Type,Sector,PM2.5,SO2,NOx,Unit,Status,Latitude,Longitude,AQI_Overall,AQI_Category,Any_Exceedance,Hour,DayOfWeek
LOC-DEL-02,A-02,2025-01-04 15:30:00,Ambient,City,117.78,275.7,1.01,ug/m3,MAINT,28.62,77.22,292.6,Poor,True,15.0,Saturday
LOC-DEL-02,A-02,2025-01-04 15:45:00,Ambient,City,115.35,15.15,164.24,ug/m3,FAULT,28.62,77.21,284.6,Poor,True,15.0,Saturday
LOC-DEL-02,A-02,2025-01-04 16:00:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,28.62,77.22,500.0,Severe,True,16.0,Saturday
LOC-DEL-02,A-02,2025-01-04 16:15:00,Ambient,City,0.51,,57.17,ug/m3,OK,28.62,77.22,72.0,Satisfactory,False,16.0,Saturday
LOC-DEL-02,A-02,2025-01-04 16:30:00,Ambient,City,273.8,275.7,1010.1,ug/m3,FAULT,28.62,77.21,500.0,Severe,True,16.0,Saturday
LOC-DEL-02,A-02,2025-01-04 16:45:00,Ambient,City,505.05,275.7,267.0,ug/m3,OK,28.62,77.21,500.0,Severe,True,16.0,Saturday
LOC-DEL-02,A-02,2025-01-04 17:00:00,Ambient,City,43.94,193.23,53.64,ug/m3,OK,28.62,77.22,138.3,Moderate,True,17.0,Saturday
LOC-DEL-02,A-02,2025-01-04 17:15:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,28.62,77.21,500.0,Severe,True,17.0,Saturday
LOC-DEL-02,A-02,2025-01-04 17:30:00,Ambient,City,98.89,121.72,1.01,ug/m3,FAULT,28.62,77.22,230.1,Poor,True,17.0,Saturday
LOC-DEL-02,A-02,2025-01-04 17:45:00,Ambient,City,111.82,96.26,15.15,ug/m3,MAINT,28.62,77.21,272.9,Poor,True,17.0,Saturday
LOC-DEL-02,A-02,2025-01-04 18:00:00,Ambient,City,186.16,170.3,161.72,ug/m3,OK,28.62,77.22,351.3,Very Poor,True,18.0,Saturday
LOC-DEL-02,A-02,2025-01-04 18:15:00,Ambient,City,144.75,98.18,98.28,ug/m3,MAINT,28.62,77.22,319.8,Very Poor,True,18.0,Saturday
LOC-DEL-02,A-02,2025-01-04 18:30:00,Ambient,City,95.05,141.31,140.51,ug/m3,OK,28.62,77.22,217.4,Poor,True,18.0,Saturday
LOC-DEL-02,A-02,2025-01-04 18:45:00,Ambient,City,32.32,194.55,158.38,ug/m3,MAINT,28.62,77.22,178.6,Moderate,True,18.0,Saturday
LOC-DEL-02,A-02,2025-01-04 19:00:00,Ambient,City,164.65,275.66,113.94,ug/m3,FAULT,28.62,77.21,335.0,Very Poor,True,19.0,Saturday
LOC-DEL-02,A-02,2025-01-04 19:15:00,Ambient,City,71.62,275.7,79.19,ug/m3,MAINT,28.62,77.21,165.6,Moderate,True,19.0,Saturday
LOC-DEL-02,A-02,2025-01-04 19:30:00,Ambient,City,,189.39,187.78,ug/m3,OK,28.62,77.22,208.6,Poor,True,19.0,Saturday
LOC-DEL-02,A-02,2025-01-04 19:45:00,Ambient,City,273.8,275.7,267.0,ug/m3,FAULT,28.62,77.22,500.0,Severe,True,19.0,Saturday
LOC-DEL-02,A-02,2025-01-04 20:00:00,Ambient,City,15.15,192.63,105.45,ug/m3,MAINT,28.62,77.21,138.1,Moderate,True,20.0,Saturday
LOC-DEL-02,A-02,2025-01-04 20:15:00,Ambient,City,46.16,57.88,128.69,ug/m3,MAINT,28.62,77.22,149.2,Moderate,True,20.0,Saturday
LOC-DEL-02,A-02,2025-01-04 20:30:00,Ambient,City,273.8,275.7,267.0,ug/m3,OK,28.62,77.21,500.0,Severe,True,20.0,Saturday
LOC-DEL-02,A-02,2025-01-04 20:45:00,Ambient,City,0.51,,142.63,ug/m3,OK,28.62,77.22,163.0,Moderate,True,20.0,Saturday
LOC-DEL-02,A-02,2025-01-04 21:00:00,Ambient,City,142.63,115.96,115.96,ug/m3,OK,28.62,77.21,318.2,Very Poor,True,21.0,Saturday
LOC-DEL-02,A-02,2025-01-04 21:15:00,Ambient,City,0.51,138.59,23.13,ug/m3,MAINT,28.62,77.22,120.3,Moderate,True,21.0,Saturday
LOC-DEL-02,A-02,2025-01-04 21:30:00,Ambient,City,65.45,154.44,117.07,ug/m3,FAULT,28.62,77.21,137.6,Moderate,True,21.0,Saturday
LOC-DEL-02,A-02,2025-01-04 21:45:00,Ambient,City,155.76,50.71,162.83,ug/m3,MAINT,28.62,77.21,328.2,Very Poor,True,21.0,Saturday
LOC-DEL-02,A-02,2025-01-04 22:15:00,Ambient,City,168.28,275.7,106.77,ug/m3,OK,28.62,77.22,337.7,Very Poor,True,22.0,Saturday
LOC-DEL-02,A-02,2025-01-04 22:30:00,Ambient,City,,93.84,129.39,ug/m3,FAULT,28.62,77.22,149.8,Moderate,True,22.0,Saturday
LOC-DEL-02,A-02,2025-01-04 22:45:00,Ambient,City,151.01,107.37,163.84,ug/m3,MAINT,28.62,77.22,324.6,Very Poor,True,22.0,Saturday
LOC-DEL-02,A-02,2025-01-04 23:00:00,Ambient,City,120.91,120.3,68.89,ug/m3,FAULT,28.62,77.21,301.6,Very Poor,True,23.0,Saturday
LOC-DEL-02,A-02,2025-01-04 23:15:00,Ambient,City,,177.98,,ug/m3,FAULT,28.62,77.21,133.3,Moderate,True,23.0,Saturday
LOC-DEL-02,A-02,2025-01-04 23:30:00,Ambient,City,,275.7,267.0,ug/m3,OK,28.62,77.22,287.1,Poor,True,23.0,Saturday
LOC-DEL-02,A-02,2025-01-04 23:45:00,Ambient,City,80.0,275.7,90.2,ug/m3,FAULT,28.62,77.22,166.9,Moderate,True,23.0,Saturday
LOC-DEL-02,A-02,2025-01-05 00:00:00,Ambient,City,67.17,98.38,144.55,ug/m3,MAINT,28.62,77.21,164.9,Moderate,True,0.0,Sunday
LOC-DEL-02,A-02,2025-01-05 00:15:00,Ambient,City,208.79,15.15,70.4,ug/m3,OK,28.62,77.21,368.6,Very Poor,True,0.0,Sunday
LOC-DEL-02,A-02,2025-01-05 00:30:00,Ambient,City,,100.51,,ug/m3,FAULT,28.62,77.22,107.7,Moderate,True,0.0,Sunday
LOC-DEL-02,A-02,2025-01-05 00:45:00,Ambient,City,181.72,61.31,164.34,ug/m3,FAULT,28.62,77.21,348.0,Very Poor,True,0.0,Sunday
LOC-DEL-02,A-02,2025-01-05 01:00:00,Ambient,City,15.15,125.05,74.95,ug/m3,OK,28.62,77.21,115.8,Moderate,True,1.0,Sunday
LOC-DEL-02,A-02,2025-01-05 01:15:00,Ambient,City,0.51,172.93,147.88,ug/m3,FAULT,28.62,77.22,168.2,Moderate,True,1.0,Sunday
LOC-DEL-02,A-02,2025-01-05 01:30:00,Ambient,City,176.87,62.12,,ug/m3,OK,28.62,77.22,344.3,Very Poor,True,1.0,Sunday
LOC-DEL-02,A-02,2025-01-05 01:45:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,28.62,77.21,500.0,Severe,True,1.0,Sunday
LOC-DEL-02,A-02,2025-01-05 02:00:00,Ambient,City,,73.74,,ug/m3,OK,28.62,77.22,92.3,Satisfactory,False,2.0,Sunday
LOC-DEL-02,A-02,2025-01-05 02:15:00,Ambient,City,121.41,184.75,85.56,ug/m3,OK,28.62,77.22,302.0,Very Poor,True,2.0,Sunday
LOC-DEL-02,A-02,2025-01-05 02:30:00,Ambient,City,,130.2,102.53,ug/m3,OK,28.62,77.21,123.2,Moderate,True,2.0,Sunday
LOC-DEL-02,A-02,2025-01-05 02:45:00,Ambient,City,123.74,46.97,,ug/m3,OK,28.62,77.21,303.8,Very Poor,True,2.0,Sunday
LOC-DEL-02,A-02,2025-01-05 03:00:00,Ambient,City,53.13,89.6,81.41,ug/m3,MAINT,28.62,77.21,104.1,Moderate,True,3.0,Sunday
LOC-DEL-02,A-02,2025-01-05 03:15:00,Ambient,City,110.81,77.27,140.4,ug/m3,OK,28.62,77.21,269.6,Poor,True,3.0,Sunday
LOC-DEL-02,A-02,2025-01-05 03:30:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,28.62,77.22,500.0,Severe,True,3.0,Sunday
LOC-DEL-02,A-02,2025-01-05 03:45:00,Ambient,City,,151.11,43.43,ug/m3,OK,28.62,77.22,124.4,Moderate,True,3.0,Sunday
LOC-DEL-02,A-02,2025-01-05 04:00:00,Ambient,City,168.89,74.24,,ug/m3,FAULT,28.62,77.21,338.2,Very Poor,True,4.0,Sunday
LOC-DEL-02,A-02,2025-01-05 04:15:00,Ambient,City,166.97,275.7,156.97,ug/m3,MAINT,28.62,77.22,336.7,Very Poor,True,4.0,Sunday
LOC-DEL-02,A-02,2025-01-05 04:30:00,Ambient,City,74.65,98.38,1.01,ug/m3,MAINT,28.62,77.22,149.2,Moderate,True,4.0,Sunday
LOC-DEL-02,A-02,2025-01-05 04:45:00,Ambient,City,112.42,80.4,,ug/m3,FAULT,28.62,77.21,274.9,Poor,True,4.0,Sunday
LOC-DEL-02,A-02,2025-01-05 05:00:00,Ambient,City,238.69,145.05,1.01,ug/m3,FAULT,28.62,77.22,391.4,Very Poor,True,5.0,Sunday
LOC-DEL-02,A-02,2025-01-05 05:15:00,Ambient,City,171.62,229.29,211.21,ug/m3,FAULT,28.62,77.21,340.3,Very Poor,True,5.0,Sunday
LOC-DEL-02,A-02,2025-01-05 05:30:00,Ambient,City,298.08,120.81,110.51,ug/m3,MAINT,28.62,77.21,500.0,Severe,True,5.0,Sunday
LOC-DEL-02,A-02,2025-01-05 05:45:00,Ambient,City,175.45,275.7,1.01,ug/m3,FAULT,,,343.2,Very Poor,True,5.0,Sunday
LOC-DEL-02,A-02,2025-01-05 06:00:00,Ambient,City,118.99,79.8,,ug/m3,FAULT,28.62,77.22,296.7,Poor,True,6.0,Sunday
LOC-DEL-02,A-02,2025-01-05 06:15:00,Ambient,City,127.07,47.58,15.96,ug/m3,OK,28.62,77.21,306.3,Very Poor,True,6.0,Sunday
LOC-DEL-02,A-02,2025-01-05 06:30:00,Ambient,City,201.11,121.52,62.32,ug/m3,FAULT,28.62,77.22,362.7,Very Poor,True,6.0,Sunday
LOC-DEL-02,A-02,2025-01-05 06:45:00,Ambient,City,33.64,112.83,167.68,ug/m3,MAINT,28.62,77.22,187.8,Moderate,True,6.0,Sunday
LOC-DEL-02,A-02,2025-01-05 07:00:00,Ambient,City,40.3,203.03,192.42,ug/m3,OK,28.62,77.22,213.2,Poor,True,7.0,Sunday
LOC-DEL-02,A-02,2025-01-05 07:15:00,Ambient,City,120.71,79.39,129.7,ug/m3,OK,28.62,77.22,301.5,Very Poor,True,7.0,Sunday
LOC-DEL-02,A-02,2025-01-05 07:30:00,Ambient,City,179.29,157.07,119.49,ug/m3,MAINT,28.62,77.22,346.1,Very Poor,True,7.0,Sunday
LOC-DEL-02,A-02,2025-01-05 07:45:00,Ambient,City,101.72,137.37,,ug/m3,MAINT,28.62,77.22,239.5,Poor,True,7.0,Sunday
LOC-DEL-02,A-02,2025-01-05 08:00:00,Ambient,City,158.59,130.91,135.86,ug/m3,MAINT,28.62,77.21,330.3,Very Poor,True,8.0,Sunday
LOC-DEL-02,A-02,2025-01-05 08:30:00,Ambient,City,15.15,60.81,113.74,ug/m3,OK,28.62,77.21,134.3,Moderate,True,8.0,Sunday
LOC-DEL-02,A-02,2025-01-05 08:45:00,Ambient,City,268.79,246.36,143.03,ug/m3,OK,28.62,77.22,500.0,Severe,True,8.0,Sunday
LOC-DEL-02,A-02,2025-01-05 09:00:00,Ambient,City,273.8,275.7,267.0,ug/m3,OK,28.62,77.22,500.0,Severe,True,9.0,Sunday
LOC-DEL-02,A-02,2025-01-05 09:15:00,Ambient,City,123.33,188.69,147.98,ug/m3,FAULT,28.62,77.22,303.5,Very Poor,True,9.0,Sunday
LOC-DEL-02,A-02,2025-01-05 09:30:00,Ambient,City,67.07,145.15,86.16,ug/m3,MAINT,28.62,77.22,124.1,Moderate,True,9.0,Sunday
LOC-DEL-02,A-02,2025-01-05 09:45:00,Ambient,City,114.95,55.86,1.01,ug/m3,MAINT,28.62,77.22,283.3,Poor,True,9.0,Sunday
LOC-DEL-02,A-02,2025-01-05 10:00:00,Ambient,City,182.32,166.57,222.93,ug/m3,FAULT,28.62,77.22,348.4,Very Poor,True,10.0,Sunday
LOC-DEL-02,A-02,2025-01-05 10:30:00,Ambient,City,51.62,85.86,93.64,ug/m3,FAULT,28.62,77.22,114.4,Moderate,True,10.0,Sunday
LOC-DEL-02,A-02,2025-01-05 10:45:00,Ambient,City,161.31,120.51,198.38,ug/m3,FAULT,28.62,77.21,332.4,Very Poor,True,10.0,Sunday
LOC-DEL-02,A-02,2025-01-05 11:00:00,Ambient,City,51.62,178.79,267.0,ug/m3,OK,28.62,77.21,287.1,Poor,True,11.0,Sunday
LOC-DEL-02,A-02,2025-01-05 11:15:00,Ambient,City,273.8,275.7,267.0,ug/m3,OK,28.62,77.21,500.0,Severe,True,11.0,Sunday
LOC-DEL-02,A-02,2025-01-05 12:00:00,Ambient,City,164.04,181.52,180.4,ug/m3,FAULT,28.62,77.21,334.5,Very Poor,True,12.0,Sunday
LOC-DEL-02,A-02,2025-01-05 12:15:00,Ambient,City,110.61,93.23,150.0,ug/m3,FAULT,28.62,77.22,268.9,Poor,True,12.0,Sunday
LOC-DEL-02,A-02,2025-01-05 12:30:00,Ambient,City,212.63,139.7,170.91,ug/m3,FAULT,28.62,77.22,371.5,Very Poor,True,12.0,Sunday
LOC-DEL-02,A-02,2025-01-05 12:45:00,Ambient,City,95.45,,110.1,ug/m3,FAULT,28.62,77.21,218.7,Poor,True,12.0,Sunday
LOC-DEL-02,A-02,2025-01-05 13:15:00,Ambient,City,204.65,19.7,215.25,ug/m3,MAINT,28.62,77.21,365.4,Very Poor,True,13.0,Sunday
LOC-DEL-02,A-02,2025-01-05 13:30:00,Ambient,City,195.56,73.13,148.99,ug/m3,MAINT,28.62,77.21,358.5,Very Poor,True,13.0,Sunday
LOC-DEL-02,A-02,2025-01-05 13:45:00,Ambient,City,129.9,132.22,136.97,ug/m3,FAULT,28.62,77.22,308.5,Very Poor,True,13.0,Sunday
LOC-DEL-02,A-02,2025-01-05 14:00:00,Ambient,City,0.51,199.09,150.61,ug/m3,FAULT,28.62,77.21,170.9,Moderate,True,14.0,Sunday
LOC-DEL-02,A-02,2025-01-05 14:15:00,Ambient,City,95.35,116.87,143.13,ug/m3,MAINT,28.62,77.21,218.4,Poor,True,14.0,Sunday
LOC-DEL-02,A-02,2025-01-05 14:30:00,Ambient,City,59.8,98.79,150.71,ug/m3,FAULT,28.62,77.21,171.0,Moderate,True,14.0,Sunday
LOC-DEL-02,A-02,2025-01-05 14:45:00,Ambient,City,135.66,177.47,63.74,ug/m3,FAULT,28.62,77.22,312.9,Very Poor,True,14.0,Sunday
LOC-DEL-02,A-02,2025-01-05 15:00:00,Ambient,City,107.27,130.81,170.71,ug/m3,FAULT,28.62,77.22,257.9,Poor,True,15.0,Sunday
LOC-DEL-02,A-02,2025-01-05 15:15:00,Ambient,City,171.21,144.75,184.04,ug/m3,FAULT,28.62,77.21,340.0,Very Poor,True,15.0,Sunday
LOC-DEL-02,A-02,2025-01-05 15:30:00,Ambient,City,98.08,56.77,68.18,ug/m3,FAULT,28.62,77.21,227.4,Poor,True,15.0,Sunday
LOC-DEL-02,A-02,2025-01-05 15:45:00,Ambient,City,273.8,73.13,129.49,ug/m3,FAULT,28.62,77.22,500.0,Severe,True,15.0,Sunday
LOC-DEL-02,A-02,2025-01-05 16:15:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,28.62,77.22,500.0,Severe,True,16.0,Sunday
LOC-DEL-02,A-02,2025-01-05 16:45:00,Ambient,City,,47.17,275.35,ug/m3,FAULT,28.62,77.21,295.4,Poor,True,16.0,Sunday
LOC-DEL-02,A-02,2025-01-05 17:00:00,Ambient,City,29.39,,,ug/m3,OK,28.62,77.21,49.0,Good,False,17.0,Sunday
LOC-DEL-02,A-02,2025-01-05 17:15:00,Ambient,City,91.31,57.88,168.48,ug/m3,MAINT,28.62,77.22,205.0,Poor,True,17.0,Sunday
LOC-DEL-02,A-02,2025-01-05 17:30:00,Ambient,City,181.82,79.6,99.29,ug/m3,FAULT,28.62,77.21,348.0,Very Poor,True,17.0,Sunday
LOC-DEL-02,A-02,2025-01-05 17:45:00,Ambient,City,273.8,275.7,267.0,ug/m3,OK,28.62,77.21,500.0,Severe,True,17.0,Sunday
LOC-DEL-02,A-02,2025-01-05 18:45:00,Ambient,City,60.71,214.14,93.64,ug/m3,FAULT,28.62,77.22,145.2,Moderate,True,18.0,Sunday
LOC-DEL-02,A-02,2025-01-05 19:00:00,Ambient,City,125.05,174.95,179.6,ug/m3,FAULT,28.62,77.22,304.8,Very Poor,True,19.0,Sunday
LOC-DEL-02,A-02,2025-01-05 19:15:00,Ambient,City,142.22,132.63,134.75,ug/m3,MAINT,28.62,77.21,317.9,Very Poor,True,19.0,Sunday
LOC-DEL-02,A-02,2025-01-05 19:30:00,Ambient,City,273.8,275.7,267.0,ug/m3,OK,28.62,77.22,500.0,Severe,True,19.0,Sunday
LOC-DEL-02,A-02,2025-01-05 19:45:00,Ambient,City,15.15,246.36,126.67,ug/m3,MAINT,28.62,77.22,155.9,Moderate,True,19.0,Sunday
LOC-DEL-02,A-02,2025-01-05 20:15:00,Ambient,City,121.21,275.7,90.71,ug/m3,FAULT,28.62,77.22,301.8,Very Poor,True,20.0,Sunday
LOC-DEL-02,A-02,2025-01-05 20:45:00,Ambient,City,15.15,72.02,183.54,ug/m3,FAULT,28.62,77.22,204.4,Poor,True,20.0,Sunday
LOC-DEL-02,A-02,2025-01-05 21:00:00,Ambient,City,175.25,163.64,15.15,ug/m3,OK,28.62,77.22,343.0,Very Poor,True,21.0,Sunday
LOC-DEL-02,A-02,2025-01-05 21:15:00,Ambient,City,101.11,161.31,133.13,ug/m3,FAULT,28.62,77.21,237.5,Poor,True,21.0,Sunday
LOC-DEL-02,A-02,2025-01-05 21:30:00,Ambient,City,169.6,,72.42,ug/m3,FAULT,28.62,77.21,338.7,Very Poor,True,21.0,Sunday
LOC-DEL-02,A-02,2025-01-05 21:45:00,Ambient,City,124.65,155.66,153.94,ug/m3,FAULT,28.62,77.21,304.5,Very Poor,True,21.0,Sunday
LOC-DEL-02,A-02,2025-01-05 22:00:00,Ambient,City,50.51,15.15,110.61,ug/m3,OK,28.62,77.21,131.2,Moderate,True,22.0,Sunday
LOC-DEL-02,A-02,2025-01-05 22:15:00,Ambient,City,160.81,15.15,94.85,ug/m3,MAINT,28.62,77.22,332.0,Very Poor,True,22.0,Sunday
LOC-DEL-02,A-02,2025-01-05 22:30:00,Ambient,City,144.34,275.7,68.18,ug/m3,OK,28.62,77.21,319.5,Very Poor,True,22.0,Sunday
LOC-DEL-02,A-02,2025-01-05 22:45:00,Ambient,City,,54.55,1.01,ug/m3,OK,28.62,77.21,68.7,Satisfactory,False,22.0,Sunday
LOC-DEL-02,A-02,2025-01-05 23:00:00,Ambient,City,193.54,161.11,186.77,ug/m3,FAULT,28.62,77.22,357.0,Very Poor,True,23.0,Sunday
LOC-DEL-02,A-02,2025-01-05 23:15:00,Ambient,City,257.58,124.95,117.78,ug/m3,MAINT,28.62,77.21,500.0,Severe,True,23.0,Sunday
LOC-DEL-02,A-02,2025-01-05 23:30:00,Ambient,City,137.07,77.88,57.47,ug/m3,FAULT,28.62,77.22,313.9,Very Poor,True,23.0,Sunday
LOC-DEL-02,A-02,2025-01-05 23:45:00,Ambient,City,505.05,275.7,267.0,ug/m3,FAULT,28.62,77.21,500.0,Severe,True,23.0,Sunday
LOC-DEL-02,A-02,2025-01-06 00:00:00,Ambient,City,110.81,138.48,130.2,ug/m3,OK,28.62,77.21,269.6,Poor,True,0.0,Monday
LOC-DEL-02,A-02,2025-01-06 00:15:00,Ambient,City,18.38,17.78,37.27,ug/m3,OK,28.62,77.22,46.6,Good,False,0.0,Monday
LOC-DEL-02,A-02,2025-01-06 00:30:00,Ambient,City,58.28,1.01,105.05,ug/m3,MAINT,28.62,77.21,125.7,Moderate,True,0.0,Monday
LOC-DEL-02,A-02,2025-01-06 00:45:00,Ambient,City,15.15,177.07,92.02,ug/m3,FAULT,28.62,77.21,133.0,Moderate,True,0.0,Monday
LOC-DEL-02,A-02,2025-01-06 01:00:00,Ambient,City,0.51,238.48,142.63,ug/m3,MAINT,28.62,77.22,163.0,Moderate,True,1.0,Monday
LOC-DEL-02,A-02,2025-01-06 01:15:00,Ambient,City,138.69,158.18,226.87,ug/m3,FAULT,28.62,77.21,315.2,Very Poor,True,1.0,Monday
LOC-DEL-02,A-02,2025-01-06 01:45:00,Ambient,City,66.46,270.81,175.25,ug/m3,FAULT,,,195.3,Moderate,True,1.0,Monday
LOC-DEL-02,A-02,2025-01-06 02:15:00,Ambient,City,273.8,275.7,267.0,ug/m3,FAULT,28.62,77.22,500.0,Severe,True,2.0,Monday
LOC-DEL-02,A-02,2025-01-06 02:30:00,Ambient,City,184.14,71.52,124.75,ug/m3,FAULT,28.62,77.22,349.8,Very Poor,True,2.0,Monday
LOC-DEL-02,A-02,2025-01-06 02:45:00,Ambient,City,171.72,76.87,24.04,ug/m3,OK,28.62,77.21,340.3,Very Poor,True,2.0,Monday
LOC-DEL-02,A-02,2025-01-06 03:00:00,Ambient,City,170.91,1.01,267.0,ug/m3,OK,28.62,77.21,339.7,Very Poor,True,3.0,Monday
LOC-DEL-02,A-02,2025-01-06 03:15:00,Ambient,City,113.13,,95.15,ug/m3,MAINT,28.62,77.21,277.3,Poor,True,3.0,Monday
LOC-DEL-02,A-02,2025-01-06 03:30:00,Ambient,City,130.91,92.93,15.15,ug/m3,FAULT,28.62,77.22,309.2,Very Poor,True,3.0,Monday
LOC-DEL-02,A-02,2025-01-06 03:45:00,Ambient,City,129.7,1.01,74.95,ug/m3,MAINT,28.62,77.21,308.3,Very Poor,True,3.0,Monday
LOC-DEL-02,A-02,2025-01-06 04:00:00,Ambient,City,15.15,147.78,75.05,ug/m3,FAULT,28.62,77.22,123.3,Moderate,True,4.0,Monday
LOC-DEL-02,A-02,2025-01-06 04:15:00,Ambient,City,202.53,1.01,,ug/m3,MAINT,28.62,77.22,363.8,Very Poor,True,4.0,Monday
LOC-DEL-02,A-02,2025-01-06 04:30:00,Ambient,City,,1.01,93.94,ug/m3,OK,28.62,77.22,114.7,Moderate,True,4.0,Monday
LOC-DEL-02,A-02,2025-01-06 04:45:00,Ambient,City,135.25,79.6,69.19,ug/m3,FAULT,28.62,77.21,312.5,Very Poor,True,4.0,Monday
LOC-DEL-02,A-02,2025-01-06 05:00:00,Ambient,City,90.3,98.48,121.01,ug/m3,FAULT,28.62,77.22,201.7,Poor,True,5.0,Monday
LOC-DEL-02,A-02,2025-01-06 05:15:00,Ambient,City,46.77,151.31,59.7,ug/m3,FAULT,28.62,77.21,124.5,Moderate,True,5.0,Monday
LOC-DEL-02,A-02,2025-01-06 05:45:00,Ambient,City,125.76,127.98,1.01,ug/m3,OK,28.62,77.21,305.3,Very Poor,True,5.0,Monday
LOC-DEL-02,A-02,2025-01-06 06:00:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,28.62,77.21,500.0,Severe,True,6.0,Monday
LOC-DEL-02,A-02,2025-01-06 06:15:00,Ambient,City,92.83,,113.94,ug/m3,OK,28.62,77.22,210.0,Poor,True,6.0,Monday
LOC-DEL-02,A-02,2025-01-06 06:30:00,Ambient,City,126.77,157.27,93.84,ug/m3,MAINT,28.62,77.21,306.1,Very Poor,True,6.0,Monday
LOC-DEL-02,A-02,2025-01-06 06:45:00,Ambient,City,,178.59,133.64,ug/m3,FAULT,28.62,77.21,154.1,Moderate,True,6.0,Monday
LOC-DEL-02,A-02,2025-01-06 07:30:00,Ambient,City,108.28,70.61,136.57,ug/m3,OK,28.62,77.21,261.2,Poor,True,7.0,Monday
LOC-DEL-02,A-02,2025-01-06 07:45:00,Ambient,City,273.8,275.7,267.0,ug/m3,FAULT,28.62,77.22,500.0,Severe,True,7.0,Monday
LOC-DEL-02,A-02,2025-01-06 08:00:00,Ambient,City,,,,ug/m3,MAINT,28.62,77.22,,Unknown,False,8.0,Monday
LOC-DEL-02,A-02,2025-01-06 08:15:00,Ambient,City,,,,ug/m3,MAINT,28.62,77.21,,Unknown,False,8.0,Monday
LOC-DEL-02,A-02,2025-01-06 08:30:00,Ambient,City,84.04,144.75,183.13,ug/m3,MAINT,28.62,77.21,204.0,Poor,True,8.0,Monday
LOC-DEL-02,A-02,2025-01-06 08:45:00,Ambient,City,,,,ug/m3,MAINT,28.62,77.21,,Unknown,False,8.0,Monday
LOC-DEL-02,A-02,2025-01-06 09:00:00,Ambient,City,,,,ug/m3,MAINT,28.62,77.21,,Unknown,False,9.0,Monday
LOC-DEL-02,A-02,2025-01-06 09:15:00,Ambient,City,45.15,98.59,27.17,ug/m3,FAULT,28.62,77.22,107.1,Moderate,True,9.0,Monday
LOC-DEL-02,A-02,2025-01-06 09:30:00,Ambient,City,15.15,275.7,95.25,ug/m3,OK,28.62,77.22,165.6,Moderate,True,9.0,Monday
LOC-DEL-02,A-02,2025-01-06 09:45:00,Ambient,City,120.91,135.25,267.0,ug/m3,OK,28.62,77.21,301.6,Very Poor,True,9.0,Monday
LOC-DEL-02,A-02,2025-01-06 10:15:00,Ambient,City,,122.32,146.46,ug/m3,OK,,,166.8,Moderate,True,10.0,Monday
LOC-DEL-02,A-02,2025-01-06 10:30:00,Ambient,City,167.37,105.15,29.49,ug/m3,OK,28.62,77.21,337.0,Very Poor,True,10.0,Monday
LOC-DEL-02,A-02,2025-01-06 10:45:00,Ambient,City,59.7,84.55,15.15,ug/m3,MAINT,28.62,77.22,102.5,Moderate,True,10.0,Monday
LOC-DEL-02,A-02,2025-01-06 11:00:00,Ambient,City,194.85,110.91,58.28,ug/m3,FAULT,28.62,77.22,358.0,Very Poor,True,11.0,Monday
LOC-DEL-02,A-02,2025-01-06 11:15:00,Ambient,City,181.72,15.15,31.01,ug/m3,FAULT,28.62,77.22,348.0,Very Poor,True,11.0,Monday
LOC-DEL-02,A-02,2025-01-06 11:30:00,Ambient,City,15.15,1.01,219.8,ug/m3,OK,28.62,77.21,240.3,Poor,True,11.0,Monday
LOC-DEL-02,A-02,2025-01-06 12:00:00,Ambient,City,,15.15,114.24,ug/m3,FAULT,28.62,77.22,134.8,Moderate,True,12.0,Monday
LOC-DEL-02,A-02,2025-01-06 12:15:00,Ambient,City,99.39,188.79,89.29,ug/m3,FAULT,28.62,77.21,231.8,Poor,True,12.0,Monday
LOC-DEL-02,A-02,2025-01-06 12:30:00,Ambient,City,158.48,111.01,134.34,ug/m3,FAULT,28.62,77.21,330.3,Very Poor,True,12.0,Monday
LOC-DEL-02,A-02,2025-01-06 13:00:00,Ambient,City,170.1,43.13,142.63,ug/m3,FAULT,28.62,77.22,339.1,Very Poor,True,13.0,Monday
LOC-DEL-02,A-02,2025-01-06 13:15:00,Ambient,City,181.21,86.26,205.66,ug/m3,OK,28.62,77.22,347.6,Very Poor,True,13.0,Monday
LOC-DEL-02,A-02,2025-01-06 13:30:00,Ambient,City,262.53,110.61,1.01,ug/m3,FAULT,28.62,77.21,500.0,Severe,True,13.0,Monday
LOC-DEL-02,A-02,2025-01-06 14:00:00,Ambient,City,273.8,275.7,267.0,ug/m3,MAINT,28.62,77.22,500.0,Severe,True,14.0,Monday
LOC-DEL-02,A-02,2025-01-06 14:15:00,Ambient,City,120.61,153.23,195.86,ug/m3,FAULT,28.62,77.21,301.4,Very Poor,True,14.0,Monday
LOC-DEL-02,A-02,2025-01-06 14:30:00,Ambient,City,110.61,55.45,191.72,ug/m3,OK,28.62,77.21,268.9,Poor,True,14.0,Monday
