Record_ID,Plant_ID,TS,PM2.5,SO2,NOx,Unit,"Lat,Lon",Status
E21985,PL-11,2026-01-14 18:50,7.4,4.6,27.3,MG/NM3,"13.2016,79.3844",Ok
E21986,PL-18,2026-01-14 19:00,55.8,20.0,17.9,ug/m3,"14.051,80.8302",Ok
E21987,PL-16,2026-01-14 19:10,31.1,15.9,15.6,MG/NM3,"13.6565,81.109",Fault
E21988,PL-08,2026-01-14 19:20,36.5,11.3,13.5,mg/nm3,"14.3473,81.3648",fault
E21989,PL-20,2026-01-14 19:30,12.2,20.8,3.6,ug/m3,"12.9536,79.6419", OK 
E21990,PL-19,2026-01-14 19:40,21.2,33.1,19.3,MG/NM3,"13.162,79.7058",FAULT
E21991,PL-11,2026-01-14 19:50,44.6,16.0,22.4,ug/m3,"13.0384,81.0923",fault
E21992,PL-14,2026-01-14 20:00,11.3,17.2,5.6,µg/m³,"14.1245,79.0229",MAINT
E21993,PL-15,2026-01-14 20:10,26.4,23.2,16.7,MG/NM3,"12.9987,80.7546", FAULT
E21994,PL-12,14-01-2026 20:20,38.8,22.7,17.3,UG/M3,"13.781,80.6437",MAINT
E21995,PL-18,2026-01-14 20:30,49.4,9.6,28.1,UG/m3,"13.7208,79.0614",FAULT
E21996,PL-17,2026-01-14 20:40,42.6,20.0,27.8,UG/M3,"13.2876,80.3263",Maint
E21997,PL-15,2026-01-14 20:50,25.2,8.7,28.1,UG/m3,"12.539,79.9089",MAINT
E21998,PL-20,2026-01-14 21:00,14.9,7.7,22.6,µg/m³,"13.3806,81.4329",Fault
E21999,PL-19,2026-01-14 21:10,42.9,442.5,22.6,UG/M3,"13.8796,80.4433",Fault
E22000,PL-16,2026-01-14 21:20,15.0,10.0,31.3,Ug/M3,"13.4444,79.5973",Fault
E22001,PL-18,2026-01-14 21:30,50.7,276.4,24.6,mg/nm3,"13.8454,79.245",MAINTENANCE
E22002,PL-03,2026-01-14 21:40,25.3,4.9,41.5,ug/m3,"14.1322,79.0169",Fault
E22003,PL-02,2026-01-14 21:50,-29.6,12.8,15.5,UG/m3,"13.1588,80.7461",OK
E22004,PL-04,2026-01-14 22:00,43.5,23.1,26.1,mg/nm3,"13.4432,81.0632",ok 
E22005,PL-11,2026-01-14 22:10,40.3,17.5,14.9,Ug/M3,"14.1657,79.1024",Fault
E22006,PL-05,2026-01-14 22:20,-67.4,23.5,35.0,MG/NM3,"14.162,80.8482", OK 
E22007,PL-18,2026-01-14 22:30,60.2,14.1,33.5,mg/nm3,"14.3984,80.4603",fault
E22008,PL-04,2026-01-14 22:40,23.4,22.9,27.9,mg/nm3,"13.7288,79.6799", FAULT
E22009,PL-05,14-01-2026 22:50,72.1,14.7,48.1,mg/nm3,"12.8802,79.8375", ok
E22010,PL-07,2026-01-14 23:00,74.3,12.6,56.2,MG/NM3,"13.6491,79.9456",maint
E22011,PL-13,14-01-2026 23:10,62.7,22.1,56.1,mg/Nm3,"14.2876,80.5488", ok
E22012,PL-03,2026-01-14 23:20,56.9,17.5,50.4,Ug/M3,"13.8952,80.3769", OK 
E22013,PL-19,14-01-2026 24:30,57.1,16.3,28.0,MG/NM3,"13.025,80.6888",maint
E22014,PL-10,2026-01-14 23:40,55.5,16.6,63.6,ug/m³,"12.7501,79.4811",Maint
E22015,PL-17,2026-01-14 23:50 UTC,44.9,12.3,38.4,UG/m3,"14.4464,81.055",Fault
E22016,PL-10,2026-01-15 00:00,73.4,24.7,51.9,mg/Nm3,"14.3527,79.9002",ok 
E22017,PL-01,2026-01-15 00:10,95.5,19.7,35.1,mg/Nm3,"13.6209,79.6035",OK
E22018,PL-18,2026-01-15 00:20,,22.1,30.2,ug/m3,"13.7419,80.7367",ok
E22019,PL-03,2026-01-15 00:30,76.1,24.9,48.6,ug/m³,"12.8536,80.1456",OK
E22020,PL-06,2026-01-15 00:40,60.2,28.2,47.6,UG/m3,"13.3308,80.6815",maintenance
E22021,PL-15,2026-01-15 00:50,64.6,27.9,57.5,mg/nm3,"13.0839,80.285",FAULT
E22022,PL-05,2026-01-15 01:00,95.5,22.3,59.1,mg/Nm3,"13.7812,79.5578", OK 
E22023,PL-17,2026-01-15 01:10,96.8,29.0,72.5,mg/nm3,"13.6512,80.7127",ok
E22024,PL-14,2026-01-15 01:20,88.6,24.9,47.0,UG/m3,"13.9499,80.9144",Fault
E22025,PL-07,2026-01-15 01:30,80.7,23.9,63.7,MG/NM3,"13.5148,79.3823",MAINT
E22026,PL-17,15-01-2026 01:40,78.5,25.2,79.8,UG/m3,"13.9636,80.0867",MAINTENANCE
E22027,PL-04,2026-01-15 01:50,82.2,31.1,52.2,Ug/M3,"12.6678,80.0081",OK
E22028,PL-10,2026-01-15 02:00,100.0,29.9,68.6,ug/m³,"12.522,79.7721",FAULT
E22029,PL-02,2026-01-15 02:10,-97.0,30.0,78.6,mg/nm3,"13.7937,80.4738",maint
E22030,PL-13,2026-01-15 02:20 UTC,83.2,323.8,60.4,Ug/M3,"14.0375,79.2908", FAULT
E22031,PL-13,2026-01-15 02:30,92.1,23.8,53.4,UG/M3,"13.9429,79.8259",Maint
E22032,PL-16,2026-01-15 02:40,100.9,25.1,76.0,mg/nm3,"14.3427,81.3535",Maint
E22033,PL-05,2026-01-15 02:50,106.0,27.9,45.6,ug/m³,"13.9367,79.6725",OK
E22034,PL-12,2026-01-15 03:00,113.9,33.0,68.6,UG/m3,"13.5397,81.3311",maint
E22035,PL-13,2026-01-15 03:10,120.2,25.0,93.4,UG/M3,"12.7119,80.5003",MAINT
E22036,PL-04,2026-01-15 03:20,83.7,29.6,58.9,Ug/M3,"13.249,79.7137",ok
E22037,PL-01,2026-01-15 03:30,114.9,35.2,95.5,ug/m3,"12.7243,81.3924",maintenance
E22038,PL-02,2026-01-15 03:40,134.0,28.5,62.6,UG/M3,"13.0197,81.4434",ok 
E22039,PL-07,2026-01-15 03:50,126.3,38.5,76.5,mg/Nm3,"14.3876,80.7578",fault
E22040,PL-08,2026-01-15 04:00,132.7,,77.3,UG/m3,"12.559,80.1498",MAINTENANCE
E22041,PL-06,2026-01-15 04:10,110.4,37.8,44.2,ug/m3,"12.886,80.387", OK 
E22042,PL-03,2026-01-15 24:50,128.6,40.8,66.9,UG/M3,"14.491,79.1653",Fault
E22043,PL-02,15-01-2026 24:30,127.8,31.1,64.7,UG/m3,"12.7574,81.2747", FAULT
E22044,PL-10,15-01-2026 04:40,105.4,33.8,94.7,Ug/M3,"14.4649,80.8008",ok
E22045,PL-12,2026-01-15 04:50,-120.4,29.8,67.8,mg/Nm3,"14.4573,80.4982", ok
E22046,PL-03,2026-01-15 05:00,127.7,26.3,72.3,µg/m³,"14.0403,79.1183",Ok
E22047,PL-03,2026-01-15 05:10,106.5,36.8,85.1,mg/Nm3,"13.4655,79.1983",Fault
E22048,PL-14,2026-01-15 05:20,122.5,32.9,70.4,ug/m3,"12.5725,79.0038",ok 
E22049,PL-12,2026-01-15 05:30,119.4,41.4,89.0,ug/m³,"12.913,80.6912", ok
E22050,PL-09,15-01-2026 05:40,106.8,30.7,66.9,UG/M3,"13.1776,80.2957",FAULT
E22051,PL-11,2026-01-15 05:50,91.0,40.5,70.7,UG/M3,"13.0791,79.1661", ok
E22052,PL-01,2026-01-15 06:00,112.8,38.6,75.3,ug/m3,"14.4096,81.3853",OK
E22053,PL-03,2026-01-15 06:10,102.8,30.6,67.8,µg/m³,"13.1031,79.3377", FAULT
E22054,PL-01,2026-01-15 06:20,103.6,37.6,82.8,UG/M3,"12.5814,80.0624", maint 
E22055,PL-16,2026-01-15 06:30,99.8,32.9,93.9,UG/M3,"13.1854,80.7099",FAULT
E22056,PL-14,2026-01-15 06:40,124.1,41.4,66.6,UG/m3,"14.0975,79.4956",maintenance
E22057,PL-11,2026-01-15 06:50,137.7,43.4,72.9,ug/m3,"12.6225,80.8709",maint
E22058,PL-05,2026-01-15 07:00,137.0,41.1,72.2,mg/Nm3,"13.584,80.9752", ok
E22059,PL-14,2026-01-15 07:10,90.9,36.0,62.4,MG/NM3,"13.083,80.8126",Ok
E22060,PL-12,2026-01-15 07:20,130.8,,87.6,ug/m³,"14.148,81.4336",ok 
E22061,PL-04,15-01-2026 07:30,122.6,37.5,79.4,ug/m3,"12.7722,79.3948",fault
E22062,PL-19,2026-01-15 07:40,99.3,41.0,86.2,mg/nm3,"14.3472,79.552",fault
E22063,PL-03,2026-01-15 07:50,110.9,39.9,82.6,mg/Nm3,"12.9437,81.4589",Ok
E22064,PL-09,2026-01-15 08:00,112.4,36.7,77.5,UG/m3,"13.4402,80.6389",ok
E22065,PL-13,2026-01-15 08:10,112.6,37.2,67.4,MG/NM3,"13.9586,80.1655",Maint
E22066,PL-13,2026-01-15 08:20,114.9,24.5,67.1,UG/m3,"14.1606,79.6445",fault
E22067,PL-04,2026-01-15 24:40,103.8,35.7,67.8,ug/m³,"12.5288,79.6635",Ok
E22068,PL-05,2026-01-15 08:40,103.0,36.0,92.8,UG/M3,"13.222,81.2081",fault
E22069,PL-19,2026-01-15 08:50,117.0,40.5,65.8,UG/M3,"14.2875,80.0513",maint
E22070,PL-03,2026-01-15 09:00,81.0,30.7,,UG/M3,"12.649,80.6749",Fault
E22071,PL-13,2026-01-15 09:10,96.5,38.1,67.8,UG/m3,"13.6871,79.6961",Ok
E22072,PL-10,2026-01-15 09:20,109.2,30.3,75.5,mg/nm3,"13.4977,79.1009",maintenance
E22073,PL-20,2026-01-15 09:30,111.3,36.1,74.4,UG/m3,"13.8687,79.8853",ok 
E22074,PL-15,2026-01-15 09:40,91.8,30.9,93.1,mg/Nm3,"13.5498,79.4075",maint
E22075,PL-14,2026-01-15 09:50,98.2,32.0,86.3,UG/M3,"13.34,80.4902",Fault
E22076,PL-02,2026-01-15 10:00,90.3,28.1,88.3,µg/m³,"14.2212,79.5591",MAINT
E22077,PL-10,2026-01-15 10:10,87.6,30.3,68.8,mg/nm3,"13.2362,81.4157", OK 
E22078,PL-05,2026-01-15 10:20,86.9,32.0,72.3,mg/nm3,"14.1667,79.7703", FAULT
E22079,PL-06,2026-01-15 10:30,109.3,21.5,72.5,UG/M3,"14.0947,80.1212",Fault
E22080,PL-17,2026-01-15 10:40,73.7,33.4,62.2,Ug/M3,"14.0653,80.6804", ok
E22081,PL-16,2026-01-15 10:50,77.6,32.8,74.5,ug/m3,"13.9053,80.2982",MAINT
E22082,PL-05,2026-01-15 11:00,65.3,18.5,57.2,µg/m³,"13.158,80.5055",FAULT
E22083,PL-15,2026-01-15 11:10,85.4,17.0,63.8,mg/nm3,"12.7814,79.4783",MAINTENANCE
E22084,PL-07,2026-01-15 11:20,79.6,31.3,41.0,UG/M3,"14.1417,79.4254",fault
E22085,PL-08,2026-01-15 11:30,67.6,30.1,69.2,ug/m³,"13.1694,80.7655",MAINTENANCE
E22086,PL-13,2026-01-15 11:40,44.6,34.0,76.3,Ug/M3,"12.5558,80.8239",Ok
E22087,PL-02,2026-01-15 11:50,100.2,33.4,40.5,UG/m3,"14.4415,80.3874",Fault
E22088,PL-11,2026-01-15 12:00,3.3,17.0,42.0,mg/Nm3,"12.7461,81.2195",ok 
E22089,PL-20,2026-01-15 12:10,69.4,24.9,52.0,µg/m³,"14.0917,80.2627",maint
E22090,PL-04,2026-01-15 12:20,85.8,28.8,34.6,Ug/M3,"14.164,79.6982",Ok
E22091,PL-19,2026-01-15 12:30,75.6,21.5,-67.9,MG/NM3,"12.5268,80.3699",fault
E22092,PL-16,2026-01-15 12:40,85.4,21.0,44.0,mg/Nm3,"12.5571,79.6425", FAULT
E22093,PL-04,2026-01-15 12:50,73.9,25.6,-48.4,ug/m³,"13.3257,79.6372",ok 
E22094,PL-16,2026-01-15 13:00,65.5,26.9,55.6,µg/m³,"12.959,79.4609",Fault
E22095,PL-02,2026-01-15 13:10,44.6,28.2,-36.7,µg/m³,"14.3924,80.1248",ok
E22096,PL-18,2026-01-15 13:20,72.7,28.2,45.2,ug/m3,"13.6293,80.6163",ok 
E22097,PL-20,2026-01-15 13:30,53.1,30.0,42.2,mg/nm3,"14.0791,81.1895",maintenance
E22098,PL-15,2026-01-15 13:40,65.1,15.6,45.0,Ug/M3,"13.3623,81.0233",Ok
E22099,PL-17,2026-01-15 24:50,41.1,18.2,37.0,ug/m³,"14.0455,79.9457",MAINTENANCE
E22100,PL-05,15-01-2026 24:00,25.1,18.3,35.8,Ug/M3,"14.149,80.3438",MAINT
E22101,PL-07,2026-01-15 14:10,79.2,28.3,45.3,mg/Nm3,"13.8718,79.1047",MAINTENANCE
E22102,PL-11,2026-01-15 14:20,48.7,17.8,48.2,mg/nm3,"13.1214,80.9856",Maint
E22103,PL-01,2026-01-15 14:30,55.5,16.8,55.4,ug/m3,"13.4509,79.3896", ok
E22104,PL-04,2026-01-15 14:40,59.3,,40.1,Ug/M3,"13.5841,81.3231",ok
E22105,PL-03,2026-01-15 14:50,48.6,19.9,42.8,ug/m3,"14.3384,79.9766",ok 
E22106,PL-10,2026-01-15 15:00,25.0,19.9,43.2,UG/m3,"14.206,-149.66618784253518",ok
E22107,PL-11,2026-01-15 15:10,39.5,28.4,30.7,Ug/M3,"13.2065,79.9734",Maint
E22108,PL-03,2026-01-15 15:20,16.4,12.8,31.3,UG/m3,"13.4635,79.3574",MAINTENANCE
E22109,PL-13,2026-01-15 15:30,21.1,13.6,24.1,ug/m3,"14.3835,80.6627", FAULT
E22110,PL-16,15-01-2026 24:40 UTC,25.4,16.9,26.3,UG/m3,"13.6413,79.6801", maint 
E22111,PL-17,2026-01-15 15:50,51.1,20.3,26.6,MG/NM3,"14.3588,80.6427",FAULT
E22112,PL-07,2026-01-15 16:00,37.5,15.6,47.0,UG/M3,"12.9667,80.0281", maint 
E22113,PL-08,2026-01-15 16:10,60.2,15.3,23.2,ug/m3,"12.5888,81.4704",OK
E22114,PL-19,2026-01-15 16:20,39.3,17.5,34773.5,µg/m³,"14.3931,79.7816", ok
E22115,PL-09,2026-01-15 16:30,41.3,15.5,6.8,ug/m³,"13.7694,79.837",fault
E22116,PL-10,2026-01-15 16:40,24.4,19.7,,ug/m3,"14.0328,80.2622",MAINT
E22117,PL-20,2026-01-15 16:50,16.5,11.5,35.1,UG/M3,,MAINTENANCE
E22118,PL-05,2026-01-15 17:00,0.0,21.5,,mg/Nm3,, maint 
E22119,PL-09,2026-01-15 17:10,8.1,9.4,43.2,µg/m³,"12.8041,79.7735", OK 
E22120,PL-02,2026-01-15 17:20,30.6,11.3,26.4,ug/m³,"13.4606,80.642",MAINT
E22121,PL-06,2026-01-15 17:30,17.4,11.8,21.4,mg/Nm3,"13.7191,81.4857", ok
E22122,PL-14,2026-01-15 17:40,49.3,16.2,27.6,mg/nm3,"13.3481,80.9703",Maint
E22123,PL-05,2026-01-15 17:50,0.3,13.1,5.9,MG/NM3,"14.4156,80.268",ok 
E22124,PL-13,2026-01-15 18:00,11.1,15.8,18.5,Ug/M3,"14.269,80.5642", OK 
E22125,PL-11,2026-01-15 18:10,0.0,13.0,,mg/nm3,"12.8097,81.2185", FAULT
E22126,PL-08,2026-01-15 18:20,37.3,5.3,19.0,UG/m3,"13.6174,79.5397",OK
E22127,PL-16,2026-01-15 18:30,19.1,20.9,4.5,µg/m³,"14.3965,81.1197",--
E22128,PL-08,15-01-2026 18:40,25.6,15.8,8.8,UG/m3,"13.7503,79.275",MAINTENANCE
E22129,PL-14,2026-01-15 18:50,,11.4,3.7,ug/m3,"12.6887,81.3858", ok
E22130,PL-01,2026-01-15 19:00,4.8,16.8,20.9,Ug/M3,"12.7505,80.9846", maint 
E22131,PL-06,2026-01-15 19:10,47.2,11.2,7.6,MG/NM3,"12.9854,80.7546", OK 
E22132,PL-20,2026-01-15 19:20,12.9,9.6,23.0,mg/Nm3,"14.1117,80.4021",MAINTENANCE
E22133,PL-18,2026-01-15 19:30,35.6,19.3,0.0,UG/m3,"14.4676,81.2679", maint 
E22134,PL-04,2026-01-15 19:40,49.6,13.6,28.5,UG/M3,"12.8275,81.3604", maint 
E22135,PL-01,2026-01-15 19:50,24.0,2.3,14.2,UG/M3,"12.7569,79.2991",maint
E22136,PL-17,2026-01-15 20:00,30.2,22.1,30.9,UG/M3,"14.0606,80.1766",ok 
E22137,PL-08,2026-01-15 20:10,32.7,22.1,32.5,µg/m³,"13.0894,79.8557", maint 
E22138,PL-04,2026-01-15 20:20 UTC,34.8,12.3,19.6,mg/Nm3,"12.9921,81.1807", OK 
E22139,PL-17,2026-01-15 20:30,21.9,12.9,20.8,UG/m3,"13.7949,79.8057",Maint
E22140,PL-19,2026-01-15 24:30,25.0,8.9,15.5,mg/Nm3,"13.4887,79.0886",maintenance
E22141,PL-06,2026-01-15 20:50,3.5,17.3,-30.2,Ug/M3,"13.2382,80.567", maint 
E22142,PL-13,2026-01-15 21:00,48.6,13.7,30.0,UG/M3,"12.655,79.9311", OK 
E22143,PL-03,2026-01-15 21:10,26.4,10.4,26.4,UG/M3,"12.6224,79.1815",ok 
E22144,PL-02,2026-01-15 21:20,24.2,21.7,9.0,UG/m3,"13.7626,81.438",maintenance
E22145,PL-08,2026-01-15 21:30,32.8,22.4,42.2,UG/m3,"14.1048,80.0242",Maint
E22146,PL-15,2026-01-15 21:40,,16.5,14.8,Ug/M3,"14.4901,79.3815",FAULT
E22147,PL-01,2026-01-15 21:50,35.7,15.9,22.2,mg/Nm3,"12.6989,79.5795", OK 
E22148,PL-15,2026-01-15 22:00,51.9,22.3,25.1,ug/m³,"14.2311,81.4472",MAINTENANCE
E22149,PL-07,2026-01-15 22:10,-54.7,18.3,31.9,µg/m³,"14.1675,80.4693",Fault
E22150,PL-13,2026-01-15 22:20,22.6,14.2,27.8,mg/nm3,"12.86,79.0746", FAULT
E22151,PL-19,15-01-2026 24:30,33.4,18.2,32.9,Ug/M3,"14.381,80.7328",MAINT
E22152,PL-10,2026-01-15 22:40,34.6,18.4,-9.77,ug/m3,"13.3573,79.8401",maint
E22153,PL-02,2026-01-15 22:50,56.4,22.6,42.8,µg/m³,"12.6708,79.9092",maint
E22154,PL-08,2026-01-15 23:00,43.0,24.0,43.7,UG/m3,"12.8324,80.289",fault
E22155,PL-17,2026-01-15 23:10,52.4,23.9,38.8,Ug/M3,"13.7411,80.2777",OK
E22156,PL-17,15-01-2026 24:20,1.8,20.4,54.5,Ug/M3,"13.4067,79.9078",
E22157,PL-07,2026-01-15 23:30,36.7,27.0,55.8,ug/m³,"14.1855,80.7379",ok
E22158,PL-05,2026-01-15 23:40,45.0,20.0,18.7,ug/m3,"12.9877,80.4916",maintenance
E22159,PL-11,2026-01-15 23:50,54.7,24.3,11.5,µg/m³,"12.9008,80.8506",OK
E22160,PL-19,2026-01-16 00:00,44.8,26.2,39.9,Ug/M3,"14.2318,81.0008",Fault
E22161,PL-17,2026-01-16 00:10,75.9,13.9,54.3,mg/nm3,"14.2722,79.675",ok 
E22162,PL-19,2026-01-16 00:20,63.3,27.4,49.6,UG/m3,"13.6004,80.1558",maintenance
E22163,PL-06,2026-01-16 00:30,70.6,29.4,37.8,mg/Nm3,"14.4924,79.0873", maint 
E22164,PL-12,2026-01-16 00:40,48.1,23.8,48.2,ug/m³,"13.7897,80.4435", OK 
E22165,PL-19,2026-01-16 00:50,90.5,35.3,45.0,UG/M3,"13.5685,80.864",MAINT
E22166,PL-06,2026-01-16 01:00,91.1,,51.0,MG/NM3,"14.0569,80.746", FAULT
E22167,PL-19,2026-01-16 01:10,79.0,24.2,45.4,µg/m³,"13.6183,81.1211",maintenance
E22168,PL-01,2026-01-16 01:20,88.4,20.1,70.5,UG/M3,"14.1744,80.1028", ok
E22169,PL-19,2026-01-16 01:30,93.5,34.0,66.8,MG/NM3,"13.7589,79.6326", FAULT
E22170,PL-09,2026-01-16 01:40,71.0,21.9,67.4,UG/M3,"13.4322,80.7933",fault
E22171,PL-17,2026-01-16 01:50,101.3,31.8,-33.8,mg/nm3,"13.8887,79.2552",MAINTENANCE
E22172,PL-16,2026-01-16 02:00,108.0,25.4,84.4,ug/m3,"14.2117,81.4976",ok
E22173,PL-17,2026-01-16 02:10,75.4,36.3,77.7,ug/m³,"14.0499,79.3649",FAULT
E22174,PL-17,2026-01-16 02:20,-85.9,27.0,78.3,mg/Nm3,"13.7244,80.9984",Ok
E22175,PL-13,2026-01-16 02:30,92.2,18.1,57.9,µg/m³,"14.1755,80.9602",ok
E22176,PL-12,2026-01-16 02:40,92.7,23.7,60.3,µg/m³,"13.7257,79.7843",maintenance
E22177,PL-07,2026-01-16 02:50,80.1,29.1,76.1,mg/nm3,"12.7647,80.3986",maintenance
E22178,PL-11,2026-01-16 03:00,1.1,33.6,72.8,mg/Nm3,"13.45,80.4705",MAINTENANCE
E22179,PL-07,16-01-2026 24:10,82.0,38.8,63.4,UG/M3,"14.0613,81.1164", ok
E22180,PL-12,2026-01-16 03:20,108.5,32.2,45.1,ug/m3,"13.981,79.3132",MAINTENANCE
E22181,PL-06,2026-01-16 03:30,115.9,31.2,75.0,UG/M3,"13.5358,80.4407", maint 
E22182,PL-15,2026-01-16 03:40,114.1,37.5,89.3,ug/m³,"14.3246,80.3174",maint
E22183,PL-05,2026-01-16 03:50,127.8,41.1,65.0,ug/m3,"13.1712,80.8187",MAINT
E22184,PL-14,2026-01-16 04:00,132.7,32.8,78.7,µg/m³,"12.6725,79.3324", OK 
E22185,PL-04,2026-01-16 04:10,108.5,29.0,67.9,mg/Nm3,"14.3246,79.4157",MAINT
E22186,PL-01,2026-01-16 24:10,101.8,38.1,61.8,ug/m³,"14.3728,79.4649",Ok
E22187,PL-17,2026-01-16 04:30,114.3,37.0,83.6,Ug/M3,"13.5294,80.4652",maint
E22188,PL-06,2026-01-16 04:40,109.7,35.3,69.5,UG/m3,"13.1785,81.3518",maintenance
E22189,PL-08,2026-01-16 04:50,110.8,30.6,84.5,mg/nm3,"12.8648,79.6024",Maint
E22190,PL-02,2026-01-16 05:00,108.8,34.2,70.8,UG/M3,"14.2569,79.1304",maint
E22191,PL-19,2026-01-16 05:10,109.2,36.8,82.6,ug/m3,"12.5239,79.2699", OK 
E22192,PL-08,2026-01-16 05:20,123.6,33.6,82.3,ug/m³,"13.5647,80.7755", FAULT
E22193,PL-06,2026-01-16 05:30,111.4,44.6,68.5,µg/m³,"13.4238,80.3877",ok 
E22194,PL-05,2026-01-16 05:40,88.1,36.1,84.9,Ug/M3,"14.4884,80.3615", ok
E22195,PL-12,2026-01-16 05:50,132.8,31.1,81.4,mg/Nm3,"13.0711,80.0649",Ok
E22196,PL-03,2026-01-16 06:00,93.9,30.2,99.2,mg/nm3,"12.8258,79.2606",maintenance
E22197,PL-17,2026-01-16 06:10,110.1,39.4,86.9,mg/nm3,"12.5242,79.0837", maint 
E22198,PL-14,2026-01-16 06:20,133.4,44.4,69.2,µg/m³,"12.7554,81.4043",ok 
E22199,PL-03,2026-01-16 06:30,99.0,29.7,68.4,ug/m3,"13.6886,80.5731",Ok
E22200,PL-08,2026-01-16 06:40,105.4,31.8,74.8,UG/m3,"13.7609,81.3751",ok
E22201,PL-01,2026-01-16 06:50,136.1,33.8,76.0,ug/m³,"13.4376,79.618", ok
E22202,PL-13,2026-01-16 07:00,116.0,28.7,83.7,UG/m3,"13.8369,80.528",Maint
E22203,PL-10,2026-01-16 07:10,117.2,24.2,87.2,UG/m3,"14.389,80.9612",FAULT
E22204,PL-02,2026-01-16 07:20,125.6,39.3,87.3,Ug/M3,"12.9842,80.2497",Maint
E22205,PL-14,2026-01-16 07:30,102.4,,78.7,mg/nm3,"14.0024,80.9803", FAULT
E22206,PL-05,2026-01-16 07:40,121.7,37.3,84.6,mg/nm3,"13.4789,81.3158",Fault
E22207,PL-06,2026-01-16 07:50,88.1,30.5,7247.4,MG/NM3,"13.3887,79.2921",Fault
E22208,PL-09,2026-01-16 08:00,93.1,35.8,,ug/m3,"14.3523,81.3888",MAINT
E22209,PL-08,2026-01-16 08:10,98.2,27.8,76.3,UG/M3,"13.4921,80.296", maint 
E22210,PL-07,2026-01-16 08:20,95.6,26.1,80.7,µg/m³,"12.9854,80.3244",maint
E22211,PL-09,2026-01-16 08:30,75.3,35.7,67.6,mg/nm3,"13.7231,81.24",ok
E22212,PL-05,2026-01-16 08:40,118.3,33.4,82.8,mg/Nm3,,Ok
E22213,PL-16,2026-01-16 08:50,104.2,25.8,694.7,mg/Nm3,"13.9806,79.0335",OK
E22214,PL-15,2026-01-16 09:00,114.3,30.8,77.8,ug/m3,"12.951,80.3247",FAULT
E22215,PL-18,2026-01-16 09:10,90.9,38.3,50.0,mg/nm3,"14.2623,79.6352",MAINTENANCE
E22216,PL-20,2026-01-16 09:20,111.7,28.9,71.4,UG/m3,"13.0535,79.1692", ok
E22217,PL-02,2026-01-16 09:30,106.9,41.4,,ug/m3,"13.2032,81.0492",Maint
E22218,PL-09,2026-01-16 09:40,-111.8,36.3,86.3,ug/m³,"13.2454,79.9565",ok
E22219,PL-03,16-01-2026 24:50+05:30,2.7,27.9,62.9,µg/m³,"13.4245,79.7738",OK
E22220,PL-11,2026-01-16 10:00,127.4,22.6,63.1,Ug/M3,"13.6316,80.3964", OK 
E22221,PL-20,2026-01-16 10:10,88.5,35.8,64.6,Ug/M3,"13.6286,79.6984", maint 
E22222,PL-09,2026-01-16 10:20,62.3,25.0,59.9,Ug/M3,"12.5697,81.048",OK
E22223,PL-13,2026-01-16 10:30,96.0,27.7,56.9,Ug/M3,"14.3815,79.9566", ok
E22224,PL-05,2026-01-16 10:40,115.8,32.3,-61.8,mg/Nm3,"13.0874,79.9246",ok 
E22225,PL-18,2026-01-16 10:50,87.8,31.5,56.8,ug/m3,"13.0259,79.5242",MAINT
E22226,PL-05,2026-01-16 11:00,106.7,20.8,65.7,UG/M3,"13.7828,79.4638", ok
E22227,PL-09,2026-01-16 11:10,88.0,-18.94,,UG/m3,"13.4155,81.2005", ok
E22228,PL-03,2026-01-16 11:20,84.1,29.3,69.6,mg/Nm3,"12.7895,80.3358",ok 
E22229,PL-01,2026-01-16 11:30,105.5,32.9,57.1,ug/m3,"13.8349,79.8994", FAULT
E22230,PL-06,16-01-2026 11:40,93.0,23.9,59.1,ug/m3,"13.2186,79.0953", OK 
E22231,PL-08,2026-01-16 11:50,96.1,22.7,64.6,UG/M3,"12.6819,81.3294",ok 
E22232,PL-15,16-01-2026 12:00,39.2,,49.9,µg/m³,"13.1353,80.0869",FAULT
E22233,PL-04,2026-01-16 12:10,67.4,20.6,33.2,ug/m³,"12.7049,80.0385", FAULT
E22234,PL-16,2026-01-16 12:20,69.6,25.6,42.0,ug/m3,"12.721,80.2534",MAINT
E22235,PL-17,2026-01-16 12:30,67.2,23.6,68.0,UG/M3,"12.8675,80.253", maint 
E22236,PL-01,2026-01-16 12:40,62.0,28.2,63.0,UG/m3,"13.1288,81.2635", maint 
E22237,PL-14,2026-01-16 12:50,67.2,21.8,65.4,mg/Nm3,"13.4551,80.2425",ok 
E22238,PL-10,2026-01-16 13:00,40.7,,12.4,µg/m³,"13.3645,-174.42735789981325", OK 
E22239,PL-05,2026-01-16 13:10,70.6,22.3,31.5,mg/nm3,"14.2637,80.2527", FAULT
E22240,PL-03,2026-01-16 13:20,79.4,26.4,52.2,MG/NM3,"13.6138,80.0794",OK
E22241,PL-03,2026-01-16 13:30,30.4,22.8,36.7,mg/nm3,"14.1517,79.9103",Maint
E22242,PL-06,2026-01-16 13:40,65.4,26.7,45.2,µg/m³,"13.4474,79.1266",Maint
E22243,PL-12,2026-01-16 13:50,79.2,17.6,39.8,ug/m3,"12.7708,80.8308",MAINT
E22244,PL-03,2026-01-16 14:00,18.4,27.2,47.4,mg/Nm3,"14.2345,80.3466",ok 
E22245,PL-12,2026-01-16 14:10,34.4,12.3,22.6,UG/M3,"14.0093,81.3095",maint
