Record_ID,Column,Old,New,Rule
E12191,ALL,MISSING,GAP_FILLED_ROW,R9
E12199,ALL,MISSING,GAP_FILLED_ROW,R9
E12215,ALL,MISSING,GAP_FILLED_ROW,R9
E12219,ALL,MISSING,GAP_FILLED_ROW,R9
E12229,ALL,MISSING,GAP_FILLED_ROW,R9
E12230,ALL,MISSING,GAP_FILLED_ROW,R9
E12235,ALL,MISSING,GAP_FILLED_ROW,R9
E12239,ALL,MISSING,GAP_FILLED_ROW,R9
E12252,ALL,MISSING,GAP_FILLED_ROW,R9
E12257,ALL,MISSING,GAP_FILLED_ROW,R9
E12273,ALL,MISSING,GAP_FILLED_ROW,R9
E12280,ALL,MISSING,GAP_FILLED_ROW,R9
E12329,ALL,MISSING,GAP_FILLED_ROW,R9
E12339,ALL,MISSING,GAP_FILLED_ROW,R9
E12364,ALL,MISSING,GAP_FILLED_ROW,R9
E12366,ALL,MISSING,GAP_FILLED_ROW,R9
E12368,ALL,MISSING,GAP_FILLED_ROW,R9
E12369,ALL,MISSING,GAP_FILLED_ROW,R9
E12374,ALL,MISSING,GAP_FILLED_ROW,R9
E12376,ALL,MISSING,GAP_FILLED_ROW,R9
E12389,ALL,MISSING,GAP_FILLED_ROW,R9
E12407,ALL,MISSING,GAP_FILLED_ROW,R9
E12451,ALL,MISSING,GAP_FILLED_ROW,R9
E12473,ALL,MISSING,GAP_FILLED_ROW,R9
E12474,ALL,MISSING,GAP_FILLED_ROW,R9
E12477,ALL,MISSING,GAP_FILLED_ROW,R9
E12485,ALL,MISSING,GAP_FILLED_ROW,R9
E12492,ALL,MISSING,GAP_FILLED_ROW,R9
E12502,ALL,MISSING,GAP_FILLED_ROW,R9
E12503,ALL,MISSING,GAP_FILLED_ROW,R9
E12522,ALL,MISSING,GAP_FILLED_ROW,R9
E12552,ALL,MISSING,GAP_FILLED_ROW,R9
E12553,ALL,MISSING,GAP_FILLED_ROW,R9
E12580,ALL,MISSING,GAP_FILLED_ROW,R9
E12590,ALL,MISSING,GAP_FILLED_ROW,R9
E12599,ALL,MISSING,GAP_FILLED_ROW,R9
E12607,ALL,MISSING,GAP_FILLED_ROW,R9
E12615,ALL,MISSING,GAP_FILLED_ROW,R9
E12617,ALL,MISSING,GAP_FILLED_ROW,R9
E12621,ALL,MISSING,GAP_FILLED_ROW,R9
E12623,ALL,MISSING,GAP_FILLED_ROW,R9
E12646,ALL,MISSING,GAP_FILLED_ROW,R9
E12649,ALL,MISSING,GAP_FILLED_ROW,R9
E12670,ALL,MISSING,GAP_FILLED_ROW,R9
E12674,ALL,MISSING,GAP_FILLED_ROW,R9
E12696,ALL,MISSING,GAP_FILLED_ROW,R9
E12707,ALL,MISSING,GAP_FILLED_ROW,R9
E12718,ALL,MISSING,GAP_FILLED_ROW,R9
E12730,ALL,MISSING,GAP_FILLED_ROW,R9
E12752,ALL,MISSING,GAP_FILLED_ROW,R9
E12773,ALL,MISSING,GAP_FILLED_ROW,R9
E12788,ALL,MISSING,GAP_FILLED_ROW,R9
E12801,ALL,MISSING,GAP_FILLED_ROW,R9
E12816,ALL,MISSING,GAP_FILLED_ROW,R9
E12826,ALL,MISSING,GAP_FILLED_ROW,R9
E12843,ALL,MISSING,GAP_FILLED_ROW,R9
E12847,ALL,MISSING,GAP_FILLED_ROW,R9
E12853,ALL,MISSING,GAP_FILLED_ROW,R9
E12873,ALL,MISSING,GAP_FILLED_ROW,R9
E12906,ALL,MISSING,GAP_FILLED_ROW,R9
E12915,ALL,MISSING,GAP_FILLED_ROW,R9
E12916,ALL,MISSING,GAP_FILLED_ROW,R9
E12946,ALL,MISSING,GAP_FILLED_ROW,R9
E12960,ALL,MISSING,GAP_FILLED_ROW,R9
E12969,ALL,MISSING,GAP_FILLED_ROW,R9
E12973,ALL,MISSING,GAP_FILLED_ROW,R9
E12989,ALL,MISSING,GAP_FILLED_ROW,R9
E12994,ALL,MISSING,GAP_FILLED_ROW,R9
E13001,ALL,MISSING,GAP_FILLED_ROW,R9
E13013,ALL,MISSING,GAP_FILLED_ROW,R9
E13044,ALL,MISSING,GAP_FILLED_ROW,R9
E13052,ALL,MISSING,GAP_FILLED_ROW,R9
E13055,ALL,MISSING,GAP_FILLED_ROW,R9
E13068,ALL,MISSING,GAP_FILLED_ROW,R9
E13078,ALL,MISSING,GAP_FILLED_ROW,R9
E13081,ALL,MISSING,GAP_FILLED_ROW,R9
E13087,ALL,MISSING,GAP_FILLED_ROW,R9
E13098,ALL,MISSING,GAP_FILLED_ROW,R9
E13103,ALL,MISSING,GAP_FILLED_ROW,R9
E13107,ALL,MISSING,GAP_FILLED_ROW,R9
E13109,ALL,MISSING,GAP_FILLED_ROW,R9
E13115,ALL,MISSING,GAP_FILLED_ROW,R9
E13116,ALL,MISSING,GAP_FILLED_ROW,R9
E13118,ALL,MISSING,GAP_FILLED_ROW,R9
E13122,ALL,MISSING,GAP_FILLED_ROW,R9
E13130,ALL,MISSING,GAP_FILLED_ROW,R9
E13137,ALL,MISSING,GAP_FILLED_ROW,R9
E13146,ALL,MISSING,GAP_FILLED_ROW,R9
E13160,ALL,MISSING,GAP_FILLED_ROW,R9
E13174,ALL,MISSING,GAP_FILLED_ROW,R9
E13175,ALL,MISSING,GAP_FILLED_ROW,R9
E13176,ALL,MISSING,GAP_FILLED_ROW,R9
E13186,ALL,MISSING,GAP_FILLED_ROW,R9
E13188,ALL,MISSING,GAP_FILLED_ROW,R9
E13190,ALL,MISSING,GAP_FILLED_ROW,R9
E13213,ALL,MISSING,GAP_FILLED_ROW,R9
E13221,ALL,MISSING,GAP_FILLED_ROW,R9
E13222,ALL,MISSING,GAP_FILLED_ROW,R9
E13230,ALL,MISSING,GAP_FILLED_ROW,R9
E13256,ALL,MISSING,GAP_FILLED_ROW,R9
E13299,ALL,MISSING,GAP_FILLED_ROW,R9
E13300,ALL,MISSING,GAP_FILLED_ROW,R9
E13302,ALL,MISSING,GAP_FILLED_ROW,R9
E13319,ALL,MISSING,GAP_FILLED_ROW,R9
E13333,ALL,MISSING,GAP_FILLED_ROW,R9
E13336,ALL,MISSING,GAP_FILLED_ROW,R9
E13349,ALL,MISSING,GAP_FILLED_ROW,R9
E13350,ALL,MISSING,GAP_FILLED_ROW,R9
E13355,ALL,MISSING,GAP_FILLED_ROW,R9
E13375,ALL,MISSING,GAP_FILLED_ROW,R9
E13382,ALL,MISSING,GAP_FILLED_ROW,R9
E13383,ALL,MISSING,GAP_FILLED_ROW,R9
E13387,ALL,MISSING,GAP_FILLED_ROW,R9
E13406,ALL,MISSING,GAP_FILLED_ROW,R9
E13415,ALL,MISSING,GAP_FILLED_ROW,R9
E13420,ALL,MISSING,GAP_FILLED_ROW,R9
E13424,ALL,MISSING,GAP_FILLED_ROW,R9
E13437,ALL,MISSING,GAP_FILLED_ROW,R9
E13449,ALL,MISSING,GAP_FILLED_ROW,R9
E13461,ALL,MISSING,GAP_FILLED_ROW,R9
E13475,ALL,MISSING,GAP_FILLED_ROW,R9
E13496,ALL,MISSING,GAP_FILLED_ROW,R9
E13503,ALL,MISSING,GAP_FILLED_ROW,R9
E13510,ALL,MISSING,GAP_FILLED_ROW,R9
E13538,ALL,MISSING,GAP_FILLED_ROW,R9
E13540,ALL,MISSING,GAP_FILLED_ROW,R9
E13565,ALL,MISSING,GAP_FILLED_ROW,R9
E13571,ALL,MISSING,GAP_FILLED_ROW,R9
E13574,ALL,MISSING,GAP_FILLED_ROW,R9
E13575,ALL,MISSING,GAP_FILLED_ROW,R9
E13577,ALL,MISSING,GAP_FILLED_ROW,R9
E13587,ALL,MISSING,GAP_FILLED_ROW,R9
E13591,ALL,MISSING,GAP_FILLED_ROW,R9
E13616,ALL,MISSING,GAP_FILLED_ROW,R9
E13618,ALL,MISSING,GAP_FILLED_ROW,R9
E13632,ALL,MISSING,GAP_FILLED_ROW,R9
E13633,ALL,MISSING,GAP_FILLED_ROW,R9
E13643,ALL,MISSING,GAP_FILLED_ROW,R9
E13645,ALL,MISSING,GAP_FILLED_ROW,R9
E13654,ALL,MISSING,GAP_FILLED_ROW,R9
E13668,ALL,MISSING,GAP_FILLED_ROW,R9
E13692,ALL,MISSING,GAP_FILLED_ROW,R9
E13719,ALL,MISSING,GAP_FILLED_ROW,R9
E13721,ALL,MISSING,GAP_FILLED_ROW,R9
E13724,ALL,MISSING,GAP_FILLED_ROW,R9
E13728,ALL,MISSING,GAP_FILLED_ROW,R9
E13738,ALL,MISSING,GAP_FILLED_ROW,R9
E13741,ALL,MISSING,GAP_FILLED_ROW,R9
E13744,ALL,MISSING,GAP_FILLED_ROW,R9
E13751,ALL,MISSING,GAP_FILLED_ROW,R9
E13777,ALL,MISSING,GAP_FILLED_ROW,R9
E13788,ALL,MISSING,GAP_FILLED_ROW,R9
E13792,ALL,MISSING,GAP_FILLED_ROW,R9
E13809,ALL,MISSING,GAP_FILLED_ROW,R9
E13811,ALL,MISSING,GAP_FILLED_ROW,R9
E13812,ALL,MISSING,GAP_FILLED_ROW,R9
E13823,ALL,MISSING,GAP_FILLED_ROW,R9
E13826,ALL,MISSING,GAP_FILLED_ROW,R9
E13836,ALL,MISSING,GAP_FILLED_ROW,R9
E13846,ALL,MISSING,GAP_FILLED_ROW,R9
E13849,ALL,MISSING,GAP_FILLED_ROW,R9
E13851,ALL,MISSING,GAP_FILLED_ROW,R9
E13855,ALL,MISSING,GAP_FILLED_ROW,R9
E13863,ALL,MISSING,GAP_FILLED_ROW,R9
E13868,ALL,MISSING,GAP_FILLED_ROW,R9
E13897,ALL,MISSING,GAP_FILLED_ROW,R9
E13910,ALL,MISSING,GAP_FILLED_ROW,R9
E13920,ALL,MISSING,GAP_FILLED_ROW,R9
E13959,ALL,MISSING,GAP_FILLED_ROW,R9
E13994,ALL,MISSING,GAP_FILLED_ROW,R9
E14018,ALL,MISSING,GAP_FILLED_ROW,R9
E14020,ALL,MISSING,GAP_FILLED_ROW,R9
E14021,ALL,MISSING,GAP_FILLED_ROW,R9
E14025,ALL,MISSING,GAP_FILLED_ROW,R9
E14027,ALL,MISSING,GAP_FILLED_ROW,R9
E14057,ALL,MISSING,GAP_FILLED_ROW,R9
E14065,ALL,MISSING,GAP_FILLED_ROW,R9
E14067,ALL,MISSING,GAP_FILLED_ROW,R9
E14090,ALL,MISSING,GAP_FILLED_ROW,R9
E14110,ALL,MISSING,GAP_FILLED_ROW,R9
E14141,ALL,MISSING,GAP_FILLED_ROW,R9
E14161,ALL,MISSING,GAP_FILLED_ROW,R9
E14162,ALL,MISSING,GAP_FILLED_ROW,R9
E14181,ALL,MISSING,GAP_FILLED_ROW,R9
E14219,ALL,MISSING,GAP_FILLED_ROW,R9
E14239,ALL,MISSING,GAP_FILLED_ROW,R9
E14243,ALL,MISSING,GAP_FILLED_ROW,R9
E14274,ALL,MISSING,GAP_FILLED_ROW,R9
E14276,ALL,MISSING,GAP_FILLED_ROW,R9
E14293,ALL,MISSING,GAP_FILLED_ROW,R9
E14312,ALL,MISSING,GAP_FILLED_ROW,R9
E14323,ALL,MISSING,GAP_FILLED_ROW,R9
E14353,ALL,MISSING,GAP_FILLED_ROW,R9
E14365,ALL,MISSING,GAP_FILLED_ROW,R9
E14366,ALL,MISSING,GAP_FILLED_ROW,R9
E14376,ALL,MISSING,GAP_FILLED_ROW,R9
E14387,ALL,MISSING,GAP_FILLED_ROW,R9
E14403,ALL,MISSING,GAP_FILLED_ROW,R9
E14419,ALL,MISSING,GAP_FILLED_ROW,R9
E14446,ALL,MISSING,GAP_FILLED_ROW,R9
E14452,ALL,MISSING,GAP_FILLED_ROW,R9
E14456,ALL,MISSING,GAP_FILLED_ROW,R9
E14461,ALL,MISSING,GAP_FILLED_ROW,R9
E14485,ALL,MISSING,GAP_FILLED_ROW,R9
E14488,ALL,MISSING,GAP_FILLED_ROW,R9
E14497,ALL,MISSING,GAP_FILLED_ROW,R9
E14505,ALL,MISSING,GAP_FILLED_ROW,R9
E14522,ALL,MISSING,GAP_FILLED_ROW,R9
E14526,ALL,MISSING,GAP_FILLED_ROW,R9
E14535,ALL,MISSING,GAP_FILLED_ROW,R9
E14544,ALL,MISSING,GAP_FILLED_ROW,R9
E14546,ALL,MISSING,GAP_FILLED_ROW,R9
E14555,ALL,MISSING,GAP_FILLED_ROW,R9
E14573,ALL,MISSING,GAP_FILLED_ROW,R9
E14576,ALL,MISSING,GAP_FILLED_ROW,R9
E14584,ALL,MISSING,GAP_FILLED_ROW,R9
E14595,ALL,MISSING,GAP_FILLED_ROW,R9
E14603,ALL,MISSING,GAP_FILLED_ROW,R9
E14629,ALL,MISSING,GAP_FILLED_ROW,R9
E14630,ALL,MISSING,GAP_FILLED_ROW,R9
E14660,ALL,MISSING,GAP_FILLED_ROW,R9
E14663,ALL,MISSING,GAP_FILLED_ROW,R9
E14674,ALL,MISSING,GAP_FILLED_ROW,R9
E14732,ALL,MISSING,GAP_FILLED_ROW,R9
E14740,ALL,MISSING,GAP_FILLED_ROW,R9
E14745,ALL,MISSING,GAP_FILLED_ROW,R9
E14749,ALL,MISSING,GAP_FILLED_ROW,R9
E14751,ALL,MISSING,GAP_FILLED_ROW,R9
E14760,ALL,MISSING,GAP_FILLED_ROW,R9
E14774,ALL,MISSING,GAP_FILLED_ROW,R9
E14783,ALL,MISSING,GAP_FILLED_ROW,R9
E14796,ALL,MISSING,GAP_FILLED_ROW,R9
E14806,ALL,MISSING,GAP_FILLED_ROW,R9
E14808,ALL,MISSING,GAP_FILLED_ROW,R9
E14818,ALL,MISSING,GAP_FILLED_ROW,R9
E14827,ALL,MISSING,GAP_FILLED_ROW,R9
E14831,ALL,MISSING,GAP_FILLED_ROW,R9
E14843,ALL,MISSING,GAP_FILLED_ROW,R9
E14853,ALL,MISSING,GAP_FILLED_ROW,R9
E14872,ALL,MISSING,GAP_FILLED_ROW,R9
E14891,ALL,MISSING,GAP_FILLED_ROW,R9
E14940,ALL,MISSING,GAP_FILLED_ROW,R9
E14942,ALL,MISSING,GAP_FILLED_ROW,R9
E14951,ALL,MISSING,GAP_FILLED_ROW,R9
E14961,ALL,MISSING,GAP_FILLED_ROW,R9
E14964,ALL,MISSING,GAP_FILLED_ROW,R9
E14978,ALL,MISSING,GAP_FILLED_ROW,R9
E14985,ALL,MISSING,GAP_FILLED_ROW,R9
E15018,ALL,MISSING,GAP_FILLED_ROW,R9
E15030,ALL,MISSING,GAP_FILLED_ROW,R9
E15031,ALL,MISSING,GAP_FILLED_ROW,R9
E15036,ALL,MISSING,GAP_FILLED_ROW,R9
E15057,ALL,MISSING,GAP_FILLED_ROW,R9
E15066,ALL,MISSING,GAP_FILLED_ROW,R9
E15072,ALL,MISSING,GAP_FILLED_ROW,R9
E15073,ALL,MISSING,GAP_FILLED_ROW,R9
E15081,ALL,MISSING,GAP_FILLED_ROW,R9
E15084,ALL,MISSING,GAP_FILLED_ROW,R9
E15115,ALL,MISSING,GAP_FILLED_ROW,R9
E15117,ALL,MISSING,GAP_FILLED_ROW,R9
E15140,ALL,MISSING,GAP_FILLED_ROW,R9
E15146,ALL,MISSING,GAP_FILLED_ROW,R9
E15190,ALL,MISSING,GAP_FILLED_ROW,R9
E15194,ALL,MISSING,GAP_FILLED_ROW,R9
E15196,ALL,MISSING,GAP_FILLED_ROW,R9
E15213,ALL,MISSING,GAP_FILLED_ROW,R9
E15222,ALL,MISSING,GAP_FILLED_ROW,R9
E15224,ALL,MISSING,GAP_FILLED_ROW,R9
E15260,ALL,MISSING,GAP_FILLED_ROW,R9
E15276,ALL,MISSING,GAP_FILLED_ROW,R9
E15283,ALL,MISSING,GAP_FILLED_ROW,R9
E15296,ALL,MISSING,GAP_FILLED_ROW,R9
E15303,ALL,MISSING,GAP_FILLED_ROW,R9
E15312,ALL,MISSING,GAP_FILLED_ROW,R9
E15326,ALL,MISSING,GAP_FILLED_ROW,R9
E15333,ALL,MISSING,GAP_FILLED_ROW,R9
E15334,ALL,MISSING,GAP_FILLED_ROW,R9
E15337,ALL,MISSING,GAP_FILLED_ROW,R9
E15351,ALL,MISSING,GAP_FILLED_ROW,R9
E15363,ALL,MISSING,GAP_FILLED_ROW,R9
E15390,ALL,MISSING,GAP_FILLED_ROW,R9
E15410,ALL,MISSING,GAP_FILLED_ROW,R9
E15424,ALL,MISSING,GAP_FILLED_ROW,R9
E15433,ALL,MISSING,GAP_FILLED_ROW,R9
E15461,ALL,MISSING,GAP_FILLED_ROW,R9
E15516,ALL,MISSING,GAP_FILLED_ROW,R9
E15521,ALL,MISSING,GAP_FILLED_ROW,R9
E15530,ALL,MISSING,GAP_FILLED_ROW,R9
E15535,ALL,MISSING,GAP_FILLED_ROW,R9
E15537,ALL,MISSING,GAP_FILLED_ROW,R9
E15539,ALL,MISSING,GAP_FILLED_ROW,R9
E15566,ALL,MISSING,GAP_FILLED_ROW,R9
E15584,ALL,MISSING,GAP_FILLED_ROW,R9
E15595,ALL,MISSING,GAP_FILLED_ROW,R9
E15609,ALL,MISSING,GAP_FILLED_ROW,R9
E15621,ALL,MISSING,GAP_FILLED_ROW,R9
E15627,ALL,MISSING,GAP_FILLED_ROW,R9
E15630,ALL,MISSING,GAP_FILLED_ROW,R9
E15636,ALL,MISSING,GAP_FILLED_ROW,R9
E15644,ALL,MISSING,GAP_FILLED_ROW,R9
E15647,ALL,MISSING,GAP_FILLED_ROW,R9
E15648,ALL,MISSING,GAP_FILLED_ROW,R9
E15681,ALL,MISSING,GAP_FILLED_ROW,R9
E15683,ALL,MISSING,GAP_FILLED_ROW,R9
E15685,ALL,MISSING,GAP_FILLED_ROW,R9
E15717,ALL,MISSING,GAP_FILLED_ROW,R9
E15740,ALL,MISSING,GAP_FILLED_ROW,R9
E15741,ALL,MISSING,GAP_FILLED_ROW,R9
E15755,ALL,MISSING,GAP_FILLED_ROW,R9
E15771,ALL,MISSING,GAP_FILLED_ROW,R9
E15773,ALL,MISSING,GAP_FILLED_ROW,R9
E15829,ALL,MISSING,GAP_FILLED_ROW,R9
E15868,ALL,MISSING,GAP_FILLED_ROW,R9
E15871,ALL,MISSING,GAP_FILLED_ROW,R9
E15885,ALL,MISSING,GAP_FILLED_ROW,R9
E15887,ALL,MISSING,GAP_FILLED_ROW,R9
E15901,ALL,MISSING,GAP_FILLED_ROW,R9
E15913,ALL,MISSING,GAP_FILLED_ROW,R9
E15916,ALL,MISSING,GAP_FILLED_ROW,R9
E15917,ALL,MISSING,GAP_FILLED_ROW,R9
E15919,ALL,MISSING,GAP_FILLED_ROW,R9
E15930,ALL,MISSING,GAP_FILLED_ROW,R9
E15950,ALL,MISSING,GAP_FILLED_ROW,R9
E15961,ALL,MISSING,GAP_FILLED_ROW,R9
E15982,ALL,MISSING,GAP_FILLED_ROW,R9
E15992,ALL,MISSING,GAP_FILLED_ROW,R9
E15994,ALL,MISSING,GAP_FILLED_ROW,R9
E16005,ALL,MISSING,GAP_FILLED_ROW,R9
E16025,ALL,MISSING,GAP_FILLED_ROW,R9
E16026,ALL,MISSING,GAP_FILLED_ROW,R9
E16060,ALL,MISSING,GAP_FILLED_ROW,R9
E16063,ALL,MISSING,GAP_FILLED_ROW,R9
E16089,ALL,MISSING,GAP_FILLED_ROW,R9
E16118,ALL,MISSING,GAP_FILLED_ROW,R9
E16126,ALL,MISSING,GAP_FILLED_ROW,R9
E16140,ALL,MISSING,GAP_FILLED_ROW,R9
E16169,ALL,MISSING,GAP_FILLED_ROW,R9
E16172,ALL,MISSING,GAP_FILLED_ROW,R9
E16214,ALL,MISSING,GAP_FILLED_ROW,R9
E16229,ALL,MISSING,GAP_FILLED_ROW,R9
E16235,ALL,MISSING,GAP_FILLED_ROW,R9
E16273,ALL,MISSING,GAP_FILLED_ROW,R9
E16277,ALL,MISSING,GAP_FILLED_ROW,R9
E16304,ALL,MISSING,GAP_FILLED_ROW,R9
E16320,ALL,MISSING,GAP_FILLED_ROW,R9
E16329,ALL,MISSING,GAP_FILLED_ROW,R9
E16331,ALL,MISSING,GAP_FILLED_ROW,R9
E16332,ALL,MISSING,GAP_FILLED_ROW,R9
E16340,ALL,MISSING,GAP_FILLED_ROW,R9
E16364,ALL,MISSING,GAP_FILLED_ROW,R9
E16374,ALL,MISSING,GAP_FILLED_ROW,R9
E16379,ALL,MISSING,GAP_FILLED_ROW,R9
E16414,ALL,MISSING,GAP_FILLED_ROW,R9
E16419,ALL,MISSING,GAP_FILLED_ROW,R9
E16456,ALL,MISSING,GAP_FILLED_ROW,R9
E16474,ALL,MISSING,GAP_FILLED_ROW,R9
E16480,ALL,MISSING,GAP_FILLED_ROW,R9
E16488,ALL,MISSING,GAP_FILLED_ROW,R9
E16494,ALL,MISSING,GAP_FILLED_ROW,R9
E16503,ALL,MISSING,GAP_FILLED_ROW,R9
E16504,ALL,MISSING,GAP_FILLED_ROW,R9
E16526,ALL,MISSING,GAP_FILLED_ROW,R9
E16528,ALL,MISSING,GAP_FILLED_ROW,R9
E16545,ALL,MISSING,GAP_FILLED_ROW,R9
E16560,ALL,MISSING,GAP_FILLED_ROW,R9
E16563,ALL,MISSING,GAP_FILLED_ROW,R9
E16590,ALL,MISSING,GAP_FILLED_ROW,R9
E16610,ALL,MISSING,GAP_FILLED_ROW,R9
E16646,ALL,MISSING,GAP_FILLED_ROW,R9
E16653,ALL,MISSING,GAP_FILLED_ROW,R9
E16675,ALL,MISSING,GAP_FILLED_ROW,R9
E16683,ALL,MISSING,GAP_FILLED_ROW,R9
E16696,ALL,MISSING,GAP_FILLED_ROW,R9
E16715,ALL,MISSING,GAP_FILLED_ROW,R9
E16720,ALL,MISSING,GAP_FILLED_ROW,R9
E16731,ALL,MISSING,GAP_FILLED_ROW,R9
E16743,ALL,MISSING,GAP_FILLED_ROW,R9
E16744,ALL,MISSING,GAP_FILLED_ROW,R9
E16746,ALL,MISSING,GAP_FILLED_ROW,R9
E16787,ALL,MISSING,GAP_FILLED_ROW,R9
E16789,ALL,MISSING,GAP_FILLED_ROW,R9
E16793,ALL,MISSING,GAP_FILLED_ROW,R9
E16799,ALL,MISSING,GAP_FILLED_ROW,R9
E16841,ALL,MISSING,GAP_FILLED_ROW,R9
E16851,ALL,MISSING,GAP_FILLED_ROW,R9
E16862,ALL,MISSING,GAP_FILLED_ROW,R9
E16866,ALL,MISSING,GAP_FILLED_ROW,R9
E16867,ALL,MISSING,GAP_FILLED_ROW,R9
E16871,ALL,MISSING,GAP_FILLED_ROW,R9
E16879,ALL,MISSING,GAP_FILLED_ROW,R9
E16881,ALL,MISSING,GAP_FILLED_ROW,R9
E16888,ALL,MISSING,GAP_FILLED_ROW,R9
E16893,ALL,MISSING,GAP_FILLED_ROW,R9
E16913,ALL,MISSING,GAP_FILLED_ROW,R9
E16921,ALL,MISSING,GAP_FILLED_ROW,R9
E16927,ALL,MISSING,GAP_FILLED_ROW,R9
E16943,ALL,MISSING,GAP_FILLED_ROW,R9
E16980,ALL,MISSING,GAP_FILLED_ROW,R9
E16981,ALL,MISSING,GAP_FILLED_ROW,R9
E16985,ALL,MISSING,GAP_FILLED_ROW,R9
E17008,ALL,MISSING,GAP_FILLED_ROW,R9
E17012,ALL,MISSING,GAP_FILLED_ROW,R9
E17034,ALL,MISSING,GAP_FILLED_ROW,R9
E17077,ALL,MISSING,GAP_FILLED_ROW,R9
E17088,ALL,MISSING,GAP_FILLED_ROW,R9
E17104,ALL,MISSING,GAP_FILLED_ROW,R9
E17108,ALL,MISSING,GAP_FILLED_ROW,R9
E17110,ALL,MISSING,GAP_FILLED_ROW,R9
E17127,ALL,MISSING,GAP_FILLED_ROW,R9
E17134,ALL,MISSING,GAP_FILLED_ROW,R9
E17150,ALL,MISSING,GAP_FILLED_ROW,R9
E17159,ALL,MISSING,GAP_FILLED_ROW,R9
E17220,ALL,MISSING,GAP_FILLED_ROW,R9
E17225,ALL,MISSING,GAP_FILLED_ROW,R9
E17229,ALL,MISSING,GAP_FILLED_ROW,R9
E17233,ALL,MISSING,GAP_FILLED_ROW,R9
E17246,ALL,MISSING,GAP_FILLED_ROW,R9
E17260,ALL,MISSING,GAP_FILLED_ROW,R9
E17273,ALL,MISSING,GAP_FILLED_ROW,R9
E17309,ALL,MISSING,GAP_FILLED_ROW,R9
E17313,ALL,MISSING,GAP_FILLED_ROW,R9
E17323,ALL,MISSING,GAP_FILLED_ROW,R9
E17333,ALL,MISSING,GAP_FILLED_ROW,R9
E17363,ALL,MISSING,GAP_FILLED_ROW,R9
E17367,ALL,MISSING,GAP_FILLED_ROW,R9
E17381,ALL,MISSING,GAP_FILLED_ROW,R9
E17383,ALL,MISSING,GAP_FILLED_ROW,R9
E17391,ALL,MISSING,GAP_FILLED_ROW,R9
E17400,ALL,MISSING,GAP_FILLED_ROW,R9
E17406,ALL,MISSING,GAP_FILLED_ROW,R9
E17415,ALL,MISSING,GAP_FILLED_ROW,R9
E17419,ALL,MISSING,GAP_FILLED_ROW,R9
E17438,ALL,MISSING,GAP_FILLED_ROW,R9
E17440,ALL,MISSING,GAP_FILLED_ROW,R9
E17455,ALL,MISSING,GAP_FILLED_ROW,R9
E17473,ALL,MISSING,GAP_FILLED_ROW,R9
E17483,ALL,MISSING,GAP_FILLED_ROW,R9
E17486,ALL,MISSING,GAP_FILLED_ROW,R9
E17489,ALL,MISSING,GAP_FILLED_ROW,R9
E17493,ALL,MISSING,GAP_FILLED_ROW,R9
E17515,ALL,MISSING,GAP_FILLED_ROW,R9
E17518,ALL,MISSING,GAP_FILLED_ROW,R9
E17521,ALL,MISSING,GAP_FILLED_ROW,R9
E17540,ALL,MISSING,GAP_FILLED_ROW,R9
E17556,ALL,MISSING,GAP_FILLED_ROW,R9
E17572,ALL,MISSING,GAP_FILLED_ROW,R9
E17601,ALL,MISSING,GAP_FILLED_ROW,R9
E17606,ALL,MISSING,GAP_FILLED_ROW,R9
E17608,ALL,MISSING,GAP_FILLED_ROW,R9
E17609,ALL,MISSING,GAP_FILLED_ROW,R9
E17638,ALL,MISSING,GAP_FILLED_ROW,R9
E17651,ALL,MISSING,GAP_FILLED_ROW,R9
E17652,ALL,MISSING,GAP_FILLED_ROW,R9
E17687,ALL,MISSING,GAP_FILLED_ROW,R9
E17705,ALL,MISSING,GAP_FILLED_ROW,R9
E17708,ALL,MISSING,GAP_FILLED_ROW,R9
E17713,ALL,MISSING,GAP_FILLED_ROW,R9
E17727,ALL,MISSING,GAP_FILLED_ROW,R9
E17732,ALL,MISSING,GAP_FILLED_ROW,R9
E17736,ALL,MISSING,GAP_FILLED_ROW,R9
E17745,ALL,MISSING,GAP_FILLED_ROW,R9
E17796,ALL,MISSING,GAP_FILLED_ROW,R9
E17806,ALL,MISSING,GAP_FILLED_ROW,R9
E17813,ALL,MISSING,GAP_FILLED_ROW,R9
E17838,ALL,MISSING,GAP_FILLED_ROW,R9
E17858,ALL,MISSING,GAP_FILLED_ROW,R9
E17871,ALL,MISSING,GAP_FILLED_ROW,R9
E17883,ALL,MISSING,GAP_FILLED_ROW,R9
E17892,ALL,MISSING,GAP_FILLED_ROW,R9
E17904,ALL,MISSING,GAP_FILLED_ROW,R9
E17926,ALL,MISSING,GAP_FILLED_ROW,R9
E17934,ALL,MISSING,GAP_FILLED_ROW,R9
E17936,ALL,MISSING,GAP_FILLED_ROW,R9
E17941,ALL,MISSING,GAP_FILLED_ROW,R9
E17942,ALL,MISSING,GAP_FILLED_ROW,R9
E17965,ALL,MISSING,GAP_FILLED_ROW,R9
E17975,ALL,MISSING,GAP_FILLED_ROW,R9
E17989,ALL,MISSING,GAP_FILLED_ROW,R9
E18027,ALL,MISSING,GAP_FILLED_ROW,R9
E18070,ALL,MISSING,GAP_FILLED_ROW,R9
E18084,ALL,MISSING,GAP_FILLED_ROW,R9
E18099,ALL,MISSING,GAP_FILLED_ROW,R9
