Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat_Lon,Source_Type,PM25_Filled,SO2_Filled,NOx_Filled,Exceedance_Flag
E03461,PL-01,S-01,2957.8,2025-01-04 14:30:00,281.27,239.51,140.98,ug/m3,FAULT,"13.0818,80.2708",Stack,False,False,False,EXCEEDANCE
E03462,PL-01,S-02,2677.3,2025-01-04 14:30:00,111.22,218.57,82.65,ug/m3,FAULT,"13.0835,80.2708",Stack,False,False,False,EXCEEDANCE
E03463,PL-02,S-01,2389.9,2025-01-04 14:30:00,186.67,275.7,70.95,ug/m3,MAINT,"19.0764,72.8781",Stack,False,False,False,EXCEEDANCE
E03464,PL-03,S-01,2351.9,2025-01-04 14:30:00,273.8,12.91,267.0,ug/m3,MAINT,"12.9707,77.5949",Stack,False,False,False,EXCEEDANCE
E03465,PL-03,S-02,4414.7,2025-01-04 14:30:00,210.4,223.5,179.3,ug/m3,MAINT,"12.9721,77.5957",Stack,False,False,False,EXCEEDANCE
E03466,PL-03,S-03,1194.2,2025-01-04 14:30:00,56.83,73.66,124.33333333333333,ug/m3,FAULT,"12.9718,77.5949",Stack,False,False,True,OK
E03467,LOC-DEL-01,A-01,0.0,2025-01-04 14:30:00,170.9,161.3,14.9,ug/m3,FAULT,"28.6145,77.2085",Ambient,False,False,False,EXCEEDANCE
E03468,LOC-DEL-02,A-02,,2025-01-04 14:30:00,152.83,115.96,163.13,ug/m3,FAULT,"28.6207,77.2153",Ambient,False,False,False,EXCEEDANCE
E03469,LOC-MUM-01,A-01,,2025-01-04 14:30:00,23.43,176.47,182.55,ug/m3,FAULT,"19.0753,72.878",Ambient,False,False,False,EXCEEDANCE
E03470,LOC-BLR-01,A-01,,2025-01-04 14:30:00,273.8,275.7,267.0,ug/m3,OK,"12.9721,77.5953",Ambient,False,False,False,EXCEEDANCE
E03471,PL-01,S-01,4296.0,2025-01-04 00:45:00,61.37,23.82,132.45,ug/m3,MAINT,"13.0835,80.2701",Stack,False,False,False,OK
E03472,PL-01,S-02,4675.0,2025-01-04 14:45:00,15.1,243.56076923076924,95.31,ug/m3,MAINT,"13.0826,80.2705",Stack,False,True,False,EXCEEDANCE
E03473,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E03474,PL-03,S-01,1753.4,2025-01-04 14:45:00,119.55,,56.73,ug/m3,UNKNOWN,"12.971,77.5953",Stack,False,False,False,OK
E03475,PL-03,S-02,1667.3,2025-01-04 14:45:00,58.4,59.9,267.0,ug/m3,MAINT,"12.9725,77.5945",Stack,False,False,False,OK
E03476,PL-03,S-03,1450.8,2025-01-04 14:45:00,48.12,182.38,52.18,ug/m3,MAINT,"12.9714,77.5949",Stack,False,False,False,OK
E03477,LOC-DEL-01,A-01,,2025-01-04 14:45:00,40.4,92.9,182.4,ug/m3,MAINT,"28.6135,77.2085",Ambient,False,False,False,EXCEEDANCE
E03478,LOC-DEL-02,A-02,0.0,2025-01-04 14:45:00,57.07,62.73,152.83,ug/m3,FAULT,"28.6203,77.2145",Ambient,False,False,False,EXCEEDANCE
E03479,LOC-MUM-01,A-01,,2025-01-04 14:45:00,138.14,135.78,78.43,ug/m3,MAINT,"19.0757,72.8786",Ambient,False,False,False,EXCEEDANCE
E03480,LOC-BLR-01,A-01,,2025-01-04 14:45:00,127.8,168.4,166.4,ug/m3,FAULT,"12.9711,77.5945",Ambient,False,False,False,EXCEEDANCE
E03481,PL-01,S-01,2397.4,2025-01-04 15:00:00,71.96,173.92,59.71,ug/m3,FAULT,"13.0832,80.2716",Stack,False,False,False,OK
E03482,PL-01,S-02,2638.5,2025-01-04 15:00:00,15.1,275.7,192.55,ug/m3,FAULT,"13.084,80.2713",Stack,False,False,False,EXCEEDANCE
E03483,PL-02,S-01,2239.1,2025-01-04 15:00:00,91.52,89.9,59.52,ug/m3,FAULT,"19.0757,72.8768",Stack,False,False,False,OK
E03484,PL-03,S-01,3279.4,2025-01-04 15:00:00,100.09,166.64,81.82,ug/m3,FAULT,"12.9719,77.5956",Stack,False,False,False,OK
E03485,PL-03,S-02,3837.4,2025-01-04 15:00:00,142.6,194.6,137.9,ug/m3,MAINT,"12.9717,77.5947",Stack,False,False,False,OK
E03486,PL-03,S-03,4203.5,2025-01-04 15:00:00,112.57,130.0,131.88,ug/m3,OK,"12.9725,77.5943",Stack,False,False,False,OK
E03487,LOC-DEL-01,A-01,,2025-01-04 15:00:00,49.4,275.7,36.4,ug/m3,FAULT,"28.6131,77.2089",Ambient,False,False,False,EXCEEDANCE
E03488,LOC-DEL-02,A-02,,2025-01-04 15:00:00,185.76,173.33,135.96,ug/m3,FAULT,"28.6206,77.2152",Ambient,False,False,False,EXCEEDANCE
E03489,LOC-MUM-01,A-01,,2025-01-04 15:00:00,107.45,135.16666666666666,154.31,ug/m3,FAULT,"19.076,72.8775",Ambient,False,True,False,EXCEEDANCE
E03490,LOC-BLR-01,A-01,,2025-01-04 15:00:00,273.8,275.7,267.0,ug/m3,FAULT,"12.9725,77.5937",Ambient,False,False,False,EXCEEDANCE
E03491,PL-01,S-01,1481.8,2025-01-04 15:15:00,82.65,181.47,115.2,ug/m3,FAULT,"13.0833,80.2707",Stack,False,False,False,OK
E03492,PL-01,S-02,4881.6,2025-01-04 15:15:00,68.27,131.02,267.0,ug/m3,MAINT,"13.0838,80.2707",Stack,False,False,True,OK
E03493,PL-02,S-01,1133.0,2025-01-04 15:15:00,1.43,302.38,93.71,ug/m3,FAULT,"19.0763,72.8778",Stack,False,False,False,EXCEEDANCE
E03494,PL-03,S-01,1916.3,2025-01-04 15:15:00,183.64,56.18,147.73,ug/m3,FAULT,"12.9716,77.5956",Stack,False,False,False,EXCEEDANCE
E03495,PL-03,S-02,1282.1,2025-01-04 15:15:00,209.9,133.62,40.6,ug/m3,FAULT,"12.9718,77.5955",Stack,False,True,False,EXCEEDANCE
E03496,PL-03,S-03,4405.7,2025-01-04 15:15:00,46.34,109.01,81.09,ug/m3,OK,"12.9712,77.5954",Stack,False,False,False,OK
E03497,LOC-DEL-01,A-01,0.0,2025-01-04 15:15:00,117.7,259.2,126.4,ug/m3,FAULT,"28.6136,77.2099",Ambient,False,False,False,EXCEEDANCE
E03498,LOC-DEL-02,A-02,0.0,2025-01-04 15:15:00,22.93,,100.81,ug/m3,OK,"28.6203,77.2158",Ambient,False,False,False,EXCEEDANCE
E03499,LOC-MUM-01,A-01,0.0,2025-01-04 15:15:00,143.24,48.33,147.06,ug/m3,MAINT,"19.0759,72.8786",Ambient,False,False,False,EXCEEDANCE
E03500,LOC-BLR-01,A-01,0.0,2025-01-04 15:15:00,154.9,87.5,131.9,ug/m3,OK,"12.9715,77.5952",Ambient,False,False,False,EXCEEDANCE
E03501,PL-01,S-01,3878.4,2025-01-04 15:30:00,0.49,39.9,155.39,ug/m3,FAULT,"13.0826,80.2698",Stack,False,False,False,OK
E03502,PL-01,S-02,4876.0,2025-01-04 15:30:00,273.8,275.7,267.0,ug/m3,OK,"13.0834,80.2711",Stack,False,False,False,EXCEEDANCE
E03503,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E03504,PL-03,S-01,1110.7,2025-01-04 15:30:00,1.55,46.27,178.27,ug/m3,MAINT,"12.9715,77.5946",Stack,False,False,False,OK
E03505,PL-03,S-02,4504.5,2025-01-04 15:30:00,103.4,135.9,107.3,ug/m3,OK,"12.9725,77.5954",Stack,False,False,False,OK
E03506,PL-03,S-03,2558.8,2025-01-04 15:30:00,189.7,159.7,112.77,ug/m3,MAINT,"12.9714,77.5945",Stack,False,False,False,EXCEEDANCE
E03507,LOC-DEL-01,A-01,,2025-01-04 15:30:00,149.4,123.9,60.4,ug/m3,MAINT,"28.6148,77.2088",Ambient,False,False,False,EXCEEDANCE
E03508,LOC-DEL-02,A-02,,2025-01-04 15:30:00,117.78,275.7,1.01,ug/m3,MAINT,"28.6191,77.215",Ambient,False,False,False,EXCEEDANCE
E03509,LOC-MUM-01,A-01,0.0,2025-01-04 15:30:00,156.86,64.9,97.45,ug/m3,OK,"19.0761,72.8774",Ambient,False,False,False,EXCEEDANCE
E03510,LOC-BLR-01,A-01,,2025-01-04 15:30:00,139.0,97.2,75.7,ug/m3,FAULT,"12.9711,77.595",Ambient,False,False,False,EXCEEDANCE
E03511,PL-01,S-01,1188.2,2025-01-04 15:45:00,47.06,78.73,63.48222222222222,ug/m3,FAULT,"13.0836,80.2713",Stack,False,False,True,OK
E03512,PL-01,S-02,4588.8,2025-01-04 15:45:00,145.41,155.2,155.1,ug/m3,OK,"13.083,80.2712",Stack,False,False,False,OK
E03513,PL-02,S-01,1038.1,2025-01-04 15:45:00,228.29,129.52,2.86,ug/m3,OK,"19.0764,72.8778",Stack,False,False,False,EXCEEDANCE
E03514,PL-03,S-01,1294.4,2025-01-04 15:45:00,1.55,275.7,150.0,ug/m3,FAULT,"12.9708,77.5943",Stack,False,False,False,EXCEEDANCE
E03515,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E03516,PL-03,S-03,4275.0,2025-01-04 15:45:00,273.8,275.7,267.0,ug/m3,OK,"12.9719,77.5946",Stack,False,False,False,EXCEEDANCE
E03517,LOC-DEL-01,A-01,,2025-01-04 15:45:00,174.3,204.6,52.475,ug/m3,OK,"28.6147,77.2084",Ambient,False,False,True,EXCEEDANCE
E03518,LOC-DEL-02,A-02,,2025-01-04 15:45:00,115.35,15.15,164.24,ug/m3,FAULT,"28.6204,77.2148",Ambient,False,False,False,EXCEEDANCE
E03519,LOC-MUM-01,A-01,,2025-01-04 15:45:00,106.76,145.29,153.14,ug/m3,FAULT,"19.0768,72.878",Ambient,False,False,False,EXCEEDANCE
E03520,LOC-BLR-01,A-01,,2025-01-04 15:45:00,80.9,176.2,19.5,ug/m3,MAINT,"12.9721,77.5942",Ambient,False,False,False,EXCEEDANCE
E03521,PL-01,S-01,3710.3,2025-01-04 16:00:00,86.37,95.29,46.27,ug/m3,OK,"13.0829,80.27",Stack,False,False,False,OK
E03522,PL-01,S-02,1843.8,2025-01-04 16:00:00,0.82,1.84,202.04,ug/m3,MAINT,"13.0836,80.2715",Stack,False,False,False,OK
E03523,PL-02,S-01,1615.2,2025-01-04 16:00:00,117.81,275.7,173.14,ug/m3,FAULT,"19.0763,72.8772",Stack,False,False,False,EXCEEDANCE
E03524,PL-03,S-01,4460.6,2025-01-04 16:00:00,135.39285714285714,103.36,69.65142857142857,ug/m3,OK,"12.9721,77.5943",Stack,True,False,True,OK
E03525,PL-03,S-02,4026.9,2025-01-04 16:00:00,160.8,129.3,128.1,ug/m3,FAULT,"12.9711,77.5958",Stack,False,False,False,EXCEEDANCE
E03526,PL-03,S-03,3630.3,2025-01-04 16:00:00,91.78,90.2,69.21,ug/m3,FAULT,"12.9715,77.5942",Stack,False,False,False,OK
E03527,LOC-DEL-01,A-01,,2025-01-04 16:00:00,77.8,147.7,48.2,ug/m3,OK,"28.6133,77.2084",Ambient,False,False,False,EXCEEDANCE
E03528,LOC-DEL-02,A-02,0.0,2025-01-04 16:00:00,273.8,275.7,267.0,ug/m3,MAINT,"28.62,77.2155",Ambient,False,False,False,EXCEEDANCE
E03529,LOC-MUM-01,A-01,,2025-01-04 16:00:00,217.25,230.98,83.92,ug/m3,MAINT,"19.0751,72.8787",Ambient,False,False,False,EXCEEDANCE
E03530,LOC-BLR-01,A-01,0.0,2025-01-04 16:00:00,139.1,217.5,136.4,ug/m3,MAINT,"12.9724,77.5942",Ambient,False,False,False,EXCEEDANCE
E03531,PL-01,S-01,3495.4,2025-01-04 16:15:00,233.63,135.98,45.78,ug/m3,FAULT,"13.083,80.2714",Stack,False,False,True,EXCEEDANCE
E03532,PL-01,S-02,4514.5,2025-01-04 16:15:00,273.8,154.4142857142857,129.15428571428572,ug/m3,FAULT,"13.0839,80.2714",Stack,False,True,True,EXCEEDANCE
E03533,PL-02,S-01,1657.9,2025-01-04 16:15:00,14.76,2.86,197.81,ug/m3,OK,"19.0759,72.8777",Stack,False,False,False,OK
E03534,PL-03,S-01,4725.8,2025-01-04 16:15:00,273.8,275.7,267.0,ug/m3,FAULT,"12.9718,77.5952",Stack,False,False,False,EXCEEDANCE
E03535,PL-03,S-02,4189.4,2025-01-04 16:15:00,146.0,39.8,65.3,ug/m3,FAULT,"12.9713,77.5948",Stack,False,False,False,OK
E03536,PL-03,S-03,4626.9,2025-01-04 16:15:00,273.8,275.7,267.0,ug/m3,FAULT,"12.971,77.5944",Stack,False,False,False,EXCEEDANCE
E03537,LOC-DEL-01,A-01,,2025-01-04 16:15:00,136.9,176.9,60.4,ug/m3,MAINT,"28.614,77.2093",Ambient,False,False,False,EXCEEDANCE
E03538,LOC-DEL-02,A-02,,2025-01-04 16:15:00,0.51,275.7,57.17,ug/m3,OK,"28.621,77.2155",Ambient,False,True,False,EXCEEDANCE
E03539,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E03540,LOC-BLR-01,A-01,0.0,2025-01-04 16:15:00,97.2,81.7,103.4,ug/m3,MAINT,"12.9714,77.5939",Ambient,False,False,False,EXCEEDANCE
E03541,PL-01,S-01,2920.4,2025-01-04 16:30:00,14.22,121.96,232.06,ug/m3,FAULT,"13.082,80.2714",Stack,False,False,False,OK
E03542,PL-01,S-02,4087.1,2025-01-04 16:30:00,92.35,101.84,267.0,ug/m3,FAULT,"13.0822,80.2722",Stack,False,False,False,OK
E03543,PL-02,S-01,2820.7,2025-01-04 16:30:00,132.1,124.38,131.9,ug/m3,FAULT,"19.076,72.877",Stack,False,False,False,OK
E03544,PL-03,S-01,4260.1,2025-01-04 16:30:00,141.73,137.55,74.82,ug/m3,OK,"12.9707,77.5941",Stack,False,False,False,OK
E03545,PL-03,S-02,2922.4,2025-01-04 16:30:00,69.1,2.4,204.4,ug/m3,OK,"12.9722,77.5953",Stack,False,False,False,OK
E03546,PL-03,S-03,1651.4,2025-01-04 16:30:00,273.8,2475.25,267.0,ug/m3,OK,"12.9717,77.5943",Stack,False,False,False,EXCEEDANCE
E03547,LOC-DEL-01,A-01,0.0,2025-01-04 16:30:00,205.3,179.2,14.9,ug/m3,MAINT,"28.6135,77.2094",Ambient,False,False,False,EXCEEDANCE
E03548,LOC-DEL-02,A-02,0.0,2025-01-04 16:30:00,273.8,275.7,1010.1,ug/m3,FAULT,"28.6202,77.2149",Ambient,False,False,False,EXCEEDANCE
E03549,LOC-MUM-01,A-01,,2025-01-04 16:30:00,103.63,181.96,166.67,ug/m3,MAINT,"19.076,72.8778",Ambient,False,False,False,EXCEEDANCE
E03550,LOC-BLR-01,A-01,,2025-01-04 16:30:00,134.8,184.2,147.65,ug/m3,OK,"12.9716,77.5948",Ambient,False,False,True,EXCEEDANCE
E03551,PL-01,S-01,3610.9,2025-01-04 16:45:00,78.53,120.78,145.69,ug/m3,MAINT,"13.0833,80.2716",Stack,False,False,False,OK
E03552,PL-01,S-02,4371.7,2025-01-04 16:45:00,187.35,103.98,182.55,ug/m3,FAULT,"13.0826,80.2708",Stack,False,False,False,EXCEEDANCE
E03553,PL-02,S-01,4514.0,2025-01-04 16:45:00,190.67,128.38,176.95,ug/m3,OK,"19.076,72.8772",Stack,False,False,False,EXCEEDANCE
E03554,PL-03,S-01,2112.0,2025-01-04 16:45:00,1.55,96.0,140.73,ug/m3,OK,"12.9724,77.5941",Stack,False,False,False,OK
E03555,PL-03,S-02,3624.5,2025-01-04 16:45:00,118.4,82.9,145.8,ug/m3,OK,"12.9725,77.5944",Stack,False,False,False,OK
E03556,PL-03,S-03,2106.9,2025-01-04 16:45:00,273.8,203.17,144.65,ug/m3,FAULT,"12.9719,77.5955",Stack,False,False,False,EXCEEDANCE
E03557,LOC-DEL-01,A-01,,2025-01-04 16:45:00,154.9,74.6,115.1,ug/m3,OK,"28.614,77.2095",Ambient,False,False,False,EXCEEDANCE
E03558,LOC-DEL-02,A-02,0.0,2025-01-04 16:45:00,505.05,275.7,267.0,ug/m3,OK,"28.6195,77.2149",Ambient,False,False,False,EXCEEDANCE
E03559,LOC-MUM-01,A-01,,2025-01-04 16:45:00,117.65,132.75,75.88,ug/m3,MAINT,"19.0765,72.8785",Ambient,False,False,False,EXCEEDANCE
E03560,LOC-BLR-01,A-01,0.0,2025-01-04 16:45:00,52.9,61.7,150.8,ug/m3,OK,"12.9713,77.5948",Ambient,False,False,False,EXCEEDANCE
E03561,PL-01,S-01,2781.6,2025-01-04 17:00:00,273.8,275.7,267.0,ug/m3,MAINT,"13.082,80.27",Stack,False,False,False,EXCEEDANCE
E03562,PL-01,S-02,3131.0,2025-01-04 17:00:00,46.22,140.82,2.35,ug/m3,FAULT,"13.0827,80.271",Stack,False,False,False,OK
E03563,PL-02,S-01,4695.9,2025-01-04 17:00:00,58.38,14.76,48.86,ug/m3,MAINT,"19.0756,72.8775",Stack,False,False,False,OK
E03564,PL-03,S-01,3352.4,2025-01-04 17:00:00,23.18,50.0,100.18,ug/m3,FAULT,"12.9714,77.5936",Stack,False,False,False,OK
E03565,PL-03,S-02,1178.4,2025-01-04 17:00:00,66.5,229.8,155.6,ug/m3,FAULT,"12.9729,77.5944",Stack,False,False,False,EXCEEDANCE
E03566,PL-03,S-03,3143.3,2025-01-04 17:00:00,168.22,207.72,67.13,ug/m3,MAINT,"12.9712,77.5951",Stack,False,False,False,EXCEEDANCE
E03567,LOC-DEL-01,A-01,,2025-01-04 17:00:00,131.5,201.5,74.5,ug/m3,MAINT,"28.6147,77.2087",Ambient,False,False,False,EXCEEDANCE
E03568,LOC-DEL-02,A-02,0.0,2025-01-04 17:00:00,43.94,193.23,53.64,ug/m3,OK,"28.6202,77.2158",Ambient,False,False,False,EXCEEDANCE
E03569,LOC-MUM-01,A-01,,2025-01-04 17:00:00,57.35,40.49,156.18,ug/m3,OK,"19.0762,72.8779",Ambient,False,False,False,EXCEEDANCE
E03570,LOC-BLR-01,A-01,,2025-01-04 17:00:00,156.9,75.2,267.0,ug/m3,FAULT,"12.9722,77.5951",Ambient,False,False,False,EXCEEDANCE
E03571,PL-01,S-01,1028.4,2025-01-04 17:15:00,0.49,39.8,177.84,ug/m3,FAULT,"13.0834,80.2702",Stack,False,False,False,OK
E03572,PL-01,S-02,1403.2,2025-01-04 17:15:00,74.49,1.84,98.78,ug/m3,FAULT,"13.0826,80.2704",Stack,False,False,False,OK
E03573,PL-02,S-01,2607.9,2025-01-04 17:15:00,150.57,87.05,76.0,ug/m3,MAINT,"19.0763,72.8779",Stack,False,False,False,EXCEEDANCE
E03574,PL-03,S-01,3321.8,2025-01-04 17:15:00,91.18,12.91,117.64,ug/m3,FAULT,"12.9708,77.5954",Stack,False,False,False,OK
E03575,PL-03,S-02,4414.1,2025-01-04 17:15:00,153.73333333333335,173.3,119.8,ug/m3,MAINT,"12.9713,77.5946",Stack,True,False,False,EXCEEDANCE
E03576,PL-03,S-03,4267.8,2025-01-04 17:15:00,2.48,89.41,182.67,ug/m3,FAULT,"12.9716,77.5957",Stack,False,False,False,OK
E03577,LOC-DEL-01,A-01,0.0,2025-01-04 17:15:00,138.025,0.9,110.7,ug/m3,MAINT,"28.6136,77.2085",Ambient,True,False,False,EXCEEDANCE
E03578,LOC-DEL-02,A-02,,2025-01-04 17:15:00,273.8,275.7,267.0,ug/m3,MAINT,"28.6197,77.2145",Ambient,False,False,False,EXCEEDANCE
E03579,LOC-MUM-01,A-01,,2025-01-04 17:15:00,216.27,84.71,131.96,ug/m3,FAULT,"19.0768,72.8787",Ambient,False,False,False,EXCEEDANCE
E03580,LOC-BLR-01,A-01,0.0,2025-01-04 17:15:00,156.0,107.7,125.8,ug/m3,OK,"12.9717,77.5947",Ambient,False,False,False,EXCEEDANCE
E03581,PL-01,S-01,1959.5,2025-01-04 17:30:00,,147.16,120.78,ug/m3,MAINT,"13.0826,80.2715",Stack,False,False,False,OK
E03582,PL-01,S-02,2485.0,2025-01-04 17:30:00,273.8,152.45,64.29,ug/m3,OK,"13.083,80.2703",Stack,False,False,False,EXCEEDANCE
E03583,PL-02,S-01,3021.1,2025-01-04 17:30:00,149.43,195.24,107.71,ug/m3,MAINT,"19.0752,72.8783",Stack,False,False,False,OK
E03584,PL-03,S-01,2481.2,2025-01-04 17:30:00,114.36,101.27,85.45,ug/m3,OK,"12.9714,77.5948",Stack,False,False,False,OK
E03585,PL-03,S-02,3575.0,2025-01-04 17:30:00,171.4,241.5,162.1,ug/m3,OK,"12.9711,77.5942",Stack,False,False,False,EXCEEDANCE
E03586,PL-03,S-03,3879.0,2025-01-04 17:30:00,14.85,91.88,120.1,ug/m3,OK,"12.9727,77.5951",Stack,False,False,False,OK
E03587,LOC-DEL-01,A-01,0.0,2025-01-04 17:30:00,147.7,56.699999999999996,131.55,ug/m3,FAULT,"28.6134,77.2089",Ambient,False,True,True,EXCEEDANCE
E03588,LOC-DEL-02,A-02,0.0,2025-01-04 17:30:00,98.89,121.72,1.01,ug/m3,FAULT,"28.6204,77.2159",Ambient,False,False,False,EXCEEDANCE
E03589,LOC-MUM-01,A-01,0.0,2025-01-04 17:30:00,100.1,96.76,23.63,ug/m3,MAINT,"19.0759,72.8782",Ambient,False,False,False,EXCEEDANCE
E03590,LOC-BLR-01,A-01,0.0,2025-01-04 17:30:00,273.8,275.7,130.1,ug/m3,FAULT,"12.9714,77.5952",Ambient,False,False,True,EXCEEDANCE
E03591,PL-01,S-01,4654.8,2025-01-04 17:45:00,143.04,177.65,134.71,ug/m3,FAULT,"13.0827,80.2702",Stack,False,False,False,OK
E03592,PL-01,S-02,4916.7,2025-01-04 17:45:00,99.9,1.84,180.0,ug/m3,FAULT,"13.0839,80.271",Stack,False,False,False,OK
E03593,PL-02,S-01,4893.4,2025-01-04 17:45:00,110.38,78.67,119.14,ug/m3,MAINT,"19.0752,72.8774",Stack,False,False,False,OK
E03594,PL-03,S-01,1987.9,2025-01-04 17:45:00,133.64,262.73,162.91,ug/m3,MAINT,"12.9718,77.5937",Stack,False,False,False,EXCEEDANCE
E03595,PL-03,S-02,2437.4,2025-01-04 17:45:00,199.5,115.5,138.8,ug/m3,FAULT,"12.9718,77.5949",Stack,False,False,False,EXCEEDANCE
E03596,PL-03,S-03,2798.6,2025-01-04 17:45:00,273.8,275.7,267.0,ug/m3,FAULT,"12.9721,77.5947",Stack,False,False,False,EXCEEDANCE
E03597,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E03598,LOC-DEL-02,A-02,,2025-01-04 17:45:00,111.82,96.26,15.15,ug/m3,MAINT,"28.6194,77.2145",Ambient,False,False,False,EXCEEDANCE
E03599,LOC-MUM-01,A-01,,2025-01-04 17:45:00,111.18,162.16,162.35,ug/m3,MAINT,"19.0764,72.8782",Ambient,False,False,False,EXCEEDANCE
E03600,LOC-BLR-01,A-01,,2025-01-04 17:45:00,80.2,176.8,134.39999999999998,ug/m3,FAULT,"12.9718,77.594",Ambient,False,False,True,EXCEEDANCE
E03601,PL-01,S-01,3944.1,2025-01-04 18:00:00,60.0,76.18,14.22,ug/m3,FAULT,"13.0832,80.2697",Stack,False,False,False,OK
E03602,PL-01,S-02,1005.9,2025-01-04 18:00:00,201.33,147.14,110.61666666666667,ug/m3,MAINT,"13.0834,80.2719",Stack,False,False,True,EXCEEDANCE
E03603,PL-02,S-01,1877.1,2025-01-04 18:00:00,273.8,112.57,71.52,ug/m3,OK,"19.0757,72.8776",Stack,False,False,False,EXCEEDANCE
E03604,PL-03,S-01,2735.2,2025-01-04 18:00:00,273.8,275.7,267.0,ug/m3,MAINT,"12.9707,77.5937",Stack,False,False,False,EXCEEDANCE
E03605,PL-03,S-02,2539.3,2025-01-04 18:00:00,122.6,103.6,2.4,ug/m3,MAINT,"12.9722,77.5956",Stack,False,False,False,OK
E03606,PL-03,S-03,1765.2,2025-01-04 18:00:00,273.8,275.7,267.0,ug/m3,MAINT,"12.9709,77.5938",Stack,False,False,False,EXCEEDANCE
E03607,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E03608,LOC-DEL-02,A-02,,2025-01-04 18:00:00,186.16,170.3,161.72,ug/m3,OK,"28.6202,77.2151",Ambient,False,False,False,EXCEEDANCE
E03609,LOC-MUM-01,A-01,,2025-01-04 18:00:00,143.782,172.06,1.08,ug/m3,MAINT,"19.0751,72.8779",Ambient,True,False,False,EXCEEDANCE
E03610,LOC-BLR-01,A-01,,2025-01-04 18:00:00,53.5,72.6,138.7,ug/m3,OK,"12.9713,77.5942",Ambient,False,False,False,EXCEEDANCE
E03611,PL-01,S-01,1113.3,2025-01-04 18:15:00,14.22,124.41,14.22,ug/m3,MAINT,"13.0818,80.2699",Stack,False,False,False,OK
E03612,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E03613,PL-02,S-01,2577.8,2025-01-04 18:15:00,1.43,107.24,141.33,ug/m3,OK,"19.0752,72.8769",Stack,False,False,False,OK
E03614,PL-03,S-01,2732.1,2025-01-04 18:15:00,39.18,67.91,143.73,ug/m3,FAULT,"12.9715,77.5936",Stack,False,False,False,OK
E03615,PL-03,S-02,2058.2,2025-01-04 18:15:00,156.8,218.8,155.9,ug/m3,FAULT,"12.9727,77.5956",Stack,False,False,False,EXCEEDANCE
E03616,PL-03,S-03,4912.3,2025-01-04 18:15:00,142.28,132.18,146.34,ug/m3,MAINT,"12.9728,77.5951",Stack,False,False,False,OK
E03617,LOC-DEL-01,A-01,0.0,2025-01-04 18:15:00,273.8,275.7,267.0,ug/m3,FAULT,"28.6144,77.2098",Ambient,False,False,False,EXCEEDANCE
E03618,LOC-DEL-02,A-02,0.0,2025-01-04 18:15:00,144.75,98.18,98.28,ug/m3,MAINT,"28.6198,77.2151",Ambient,False,False,False,EXCEEDANCE
E03619,LOC-MUM-01,A-01,,2025-01-04 18:15:00,,105.49,267.0,ug/m3,OK,"19.075,72.8775",Ambient,False,False,False,EXCEEDANCE
E03620,LOC-BLR-01,A-01,0.0,2025-01-04 18:15:00,205.2,198.7,85.8,ug/m3,FAULT,"12.9722,77.5943",Ambient,False,False,False,EXCEEDANCE
E03621,PL-01,S-01,4987.6,2025-01-04 18:30:00,17.94,135.98,133.73,ug/m3,FAULT,"13.0835,80.2703",Stack,False,False,False,OK
E03622,PL-01,S-02,3465.3,2025-01-04 18:30:00,155.82,1.84,133.78,ug/m3,OK,"13.0838,80.2704",Stack,False,False,False,EXCEEDANCE
E03623,PL-02,S-01,1274.5,2025-01-04 18:30:00,97.71,75.14,71.24,ug/m3,MAINT,"19.075,72.8777",Stack,False,False,False,OK
E03624,PL-03,S-01,2554.0,2025-01-04 18:30:00,92.82,275.7,181.64,ug/m3,FAULT,"12.9722,77.594",Stack,False,False,False,EXCEEDANCE
E03625,PL-03,S-02,3349.9,2025-01-04 18:30:00,135.1,104.1,52.8,ug/m3,MAINT,"12.9723,77.5954",Stack,False,False,False,OK
E03626,PL-03,S-03,1140.7,2025-01-04 18:30:00,138.22,140.89,137.08666666666664,ug/m3,MAINT,"12.9716,77.5939",Stack,False,False,True,OK
E03627,LOC-DEL-01,A-01,,2025-01-04 18:30:00,112.7125,123.4,61.0,ug/m3,FAULT,"28.6137,77.2089",Ambient,True,False,False,EXCEEDANCE
E03628,LOC-DEL-02,A-02,0.0,2025-01-04 18:30:00,95.05,141.31,140.51,ug/m3,OK,"28.6203,77.2151",Ambient,False,False,False,EXCEEDANCE
E03629,LOC-MUM-01,A-01,,2025-01-04 18:30:00,273.8,69.31,101.86,ug/m3,FAULT,"19.0759,72.8782",Ambient,False,False,False,EXCEEDANCE
