Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat_Lon
E04061,PL-01,S-01,4235.7,05-03-2026 05:30,25.1,122.2,247.4,ug/m3,OFFLINE,"13.0823,80.2704"
E04062,PL-01,S-02,1122.0,05-03-2026 05:30,174.6,209.0,201.0,mg/Nm3,error,"13.0827,80.2705"
E04063,PL-02,S-01,2220.8,05-03-2026 05:30,143.4,135.9,232.6,ug/m3,FAULT,"19.075,72.8771"
E04064,PL-03,S-01,2963.0,05-03-2026 05:30,7777.0,84.6,8500.0,ug/m3,MAINT,"12.9716,77.5946"
E04065,PL-03,S-02,2987.9,05-03-2026 05:30,208.3,124.3,143.0,ug/m3,MAINT,"12.9724,77.5951"
E04066,PL-03,S-03,1022.2,05-03-2026 05:30,91.3,196.0,BDL,µg/m³,DOWN  ,"12.9727,77.595"
E04067,LOC-DEL-01,A-01,,05-03-2026 05:30,82.6,79.2,172.5,ug/m3,OK,"28.6137,77.2099"
E04068,LOC-DEL-02,A-02,,05-03-2026 05:30,83.7,29.3,157.8,ug/m3,FAULT,"28.6209,77.2152"
E04069,LOC-MUM-01,A-01,0.0,05-03-2026 00:00 UTC,93.7,9999.0,70.7,ug/m3,OK,"19.0759,72.8775"
E04070,LOC-BLR-01,A-01,,05-03-2026 05:30,153.6,106.6,107.3,ug/m3,FAULT,"12.9722,77.5951"
E04071,PL-01,S-01,4454.3,05-03-2026 05:45,156.9,207.8,148.3,mg/Nm3, maint,"13.0835,80.2701"
E04072,PL-01,S-02,2587.0,05-03-2026 05:45,177.7,161.4,59.7,mg/Nm3,maintenance,"13.0823,80.2717"
E04073,PL-02,S-01,1084.7,05-03-2026 05:45,98.4,29.5,98.2,mg/Nm3,down,"19.0752,72.8775"
E04074,PL-03,S-01,4341.6,05-03-2026 05:45,16.0,65.5,90.9,ug/m3,DOWN  ,"12.9722,77.5947"
E04075,PL-03,S-02,4068.9,05-03-2026 05:45,93.3,127.2,84.6,ug/m3,OK,"12.9713,77.5958"
E04076,PL-03,S-03,3929.2,05-03-2026 05:45,78.8,92.6,119.8,µg/m³,MAINT,"12.9721,77.5954"
E04077,LOC-DEL-01,A-01,0,05-03-2026 05:45,47.5,116.5,191.3,mg/Nm3,FAULT,"28.6142,77.2088"
E04078,LOC-DEL-02,A-02,0,04-03-2026 24:45,105.7,155.3,123.1,ug/m3,OK,"28.6201,77.2156"
E04079,LOC-MUM-01,A-01,0,05-03-2026 05:45,225.5,52.7,95.0,µg/m³,OK,"19.0766,72.8776"
E04080,LOC-BLR-01,A-01,,04-03-2026 24:45,120.0,90.7,31.7,µg/m³,Error 404,"12.9718,77.5955"
E04081,PL-01,S-01,2713.7,05-03-2026 06:00,141.0,113.7,71.0,ug/m3,FAULT,"13.0828,80.2699"
E04082,PL-01,S-02,1583.3,05-03-2026 06:00,220.0,138.9,204.9,ug/m3,FAULT,"13.0837,80.2714"
E04083,PL-02,S-01,2697.6,05-03-2026 06:00,41.7,169.9,131.3,ug/m3,FAULT,"19.0759,72.8775"
E04084,PL-03,S-01,1274.0,05-03-2026 06:00,104.8,147.9,114.9,ug/m3,MAINT,"12.971,77.5952"
E04085,PL-03,S-02,2927.8,05-03-2026 06:00,66.4,146.5,192.8,ug/m3,OK,"12.9716,77.5954"
E04086,PL-03,S-03,4543.7,05-03-2026 06:00,85.7,BDL,-11.0,ug/m3,MAINT,"12.9708,77.5944"
E04087,LOC-DEL-01,A-01,,05-03-2026 06:00,138.9,36.1,204.0,mg/Nm3,OK,"28.614,77.2098"
E04088,LOC-DEL-02,A-02,0,05-03-2026 06:00,86.0,<2.0,153.9,ug/m3, fault ,"28.6192,77.2146"
E04089,LOC-MUM-01,A-01,0.0,05-03-2026 06:00,108.3,BDL,6500.0,ug/m3,ok ,"19.0762,72.8784"
E04090,LOC-BLR-01,A-01,0.0,05-03-2026 06:00,153.7,119.8,185.9,ug/m3,FAULT,"12.9707,77.5952"
E04091,PL-01,S-01,2505.4,05-03-2026 06:15,112.7,45.7,159.2,ug/m3,MAINT,"13.0828,80.2706"
E04092,PL-01,S-02,3979.0,05-03-2026 06:15,27.7,140.9,216.4,ug/m3,FAULT,"13.0834,80.2703"
E04093,PL-02,S-01,4075.5,05-03-2026 06:15,7777.0,178.3,BDL,ug/m3,OK,"19.0768,72.8777"
E04094,PL-03,S-01,4528.0,05-03-2026 06:15,78.3,50.9,38.9,ug/m3,ok ,"12.972,77.5941"
E04095,PL-03,S-02,2350.7,05-03-2026 06:15,95.3,176.2,66.3,ug/m3,error,"12.9725,77.5941"
E04096,PL-03,S-03,2553.4,05-03-2026 06:15,155.8,168.9,6500.0,ug/m3,MAINT,"12.9718,77.5945"
E04098,LOC-DEL-02,A-02,,05-03-2026 06:15,7777.0,112.8,<2.0,ug/m3,FAULT,"28.6196,77.2155"
E04099,LOC-MUM-01,A-01,NULL,05-03-2026 06:15,204.5,<2.0,133.4,ug/m3,MAINT,"19.0753,72.8768"
E04100,LOC-BLR-01,A-01,0.0,05-03-2026 06:15,104.8,96.8,94.9,mg/Nm3,FAULT,"12.971,77.594"
E04101,PL-01,S-01,1155.3,05-03-2026 06:30,105.6,205.0,156.8,µg/m³,FAULT,"13.0828,80.2711"
E04102,PL-01,S-02,1128.6,05-03-2026 06:30,97.1,226.7,163.1,ug/m3,OK,"13.0835,80.2708"
E04103,PL-02,S-01,2407.3,05-03-2026 06:30,153.7,15.0,139.3,mg/Nm3,OK,"19.0769,72.8781"
E04104,PL-03,S-01,1201.6,05-03-2026 06:30,44.1,65.1,60.6,ug/m3,MAINT,"12.9722,77.5947"
E04105,PL-03,S-02,4902.4,04-03-2026 24:30,122.6,22.8,273.6,µg/m³,OK,"12.9717,77.5952"
E04106,PL-03,S-03,2838.1,05-03-2026 06:30,86.9,15.0,100.7,ug/m3,OK,"12.9718,-999.0"
E04107,LOC-DEL-01,A-01,0.0,05-03-2026 06:30,165.1,6500.0,<2.0,ug/m3,FAULT,"28.6135,77.2084"
E04108,LOC-DEL-02,A-02,NULL,05-03-2026 06:30,9999.0,49.1,180.7,mg/Nm3,FAULT,"28.6192,77.2148"
E04109,LOC-MUM-01,A-01,0.0,05-03-2026 06:30,91.2,71.7,-12.3,ug/m3,Error 404,"19.075,72.8778"
E04110,LOC-BLR-01,A-01,NULL,05-03-2026 06:30,177.6,102.0,141.6,ug/m3,FAULT,"12.9714,77.5953"
E04111,PL-01,S-01,2591.1,05-03-2026 06:45,229.7,100.0,181.7,ug/m3,MAINT,"13.0823,80.2713"
E04112,PL-01,S-02,3853.0,05-03-2026 06:45,114.6,-13.8,78.6,ug/m3,OK,"13.0823,80.2722"
E04113,PL-02,S-01,2836.4,05-03-2026 06:45,150.3,22.1,148.0,ug/m3,MAINT,"19.077,72.8772"
E04114,PL-03,S-01,3339.7,05-03-2026 06:45,6500.0,71.5,176.6,ug/m3,OK,"12.9707,77.5952"
E04115,PL-03,S-02,3704.4,05-03-2026 06:45,59.0,112.0,216.0,ug/m3,OK,"12.9719,77.5956"
E04116,PL-03,S-03,4044.1,05-03-2026 06:45,54.2,81.2,174.9,ug/m3,MAINT,"12.9727,77.5945"
E04117,LOC-DEL-01,A-01,0.0,05-03-2026 06:45,126.5,-13.7,89.3,ug/m3,OK,"28.6138,77.208"
E04118,LOC-DEL-02,A-02,NULL,05-03-2026 06:45,172.3,BDL,55.7,ug/m3,OK,"28.6204,77.215"
E04119,LOC-MUM-01,A-01,0,05-03-2026 06:45,-12.5,-7.2,38.1,ug/m3,OK,"19.0757,72.8785"
E04120,LOC-BLR-01,A-01,0,05-03-2026 06:45,184.3,98.0,<2.0,mg/Nm3,MAINT,"12.971,77.594"
E04121,PL-01,S-01,3651.2,05-03-2026 07:00,96.9,34.0,179.7,ug/m3,MAINT,"13.0817,80.2706"
E04122,PL-01,S-02,1920.6,05-03-2026 07:00,151.2,147.1,81.8,ug/m3,FAULT,"13.0826,80.2712"
E04123,PL-02,S-01,1149.2,05-03-2026 07:00,154.7,170.7,59.8,ug/m3, Ok,"19.0769,72.8782"
E04124,PL-03,S-01,2233.7,05-03-2026 07:00,154.6,73.4,119.9,ug/m3, fault ,"12.9721,77.5937"
E04125,PL-03,S-02,3670.4,05-03-2026 07:00,141.8,61.3,237.9,µg/m³,FAULT,"12.9715,77.5946"
E04126,PL-03,S-03,2490.4,05-03-2026 07:00,156.4,181.2,85.4,ug/m3,FAULT,"12.9714,77.5951"
E04127,LOC-DEL-01,A-01,0,05-03-2026 07:00,115.6,15.0,148.4,ug/m3,FAULT,"28.6136,77.2087"
E04128,LOC-DEL-02,A-02,,05-03-2026 07:00,143.6,128.1,95.9,ug/m3,MAINT,"28.6204,77.2155"
E04129,LOC-MUM-01,A-01,0,05-03-2026 07:00,19.7,22.0,142.0,ug/m3,MAINT,"19.0751,72.8768"
E04130,LOC-BLR-01,A-01,NULL,05-03-2026 07:00,246.1,143.2,166.8,ug/m3,FAULT,"12.9719,77.594"
E04131,PL-01,S-01,2362.9,05-03-2026 07:15,131.0,186.9,59.8,ug/m3,OK,"13.0824,80.2702"
E04132,PL-01,S-02,2826.0,05-03-2026 07:15,50.6,205.4,143.0,ug/m3,MAINT,"13.0824,80.2713"
E04133,PL-02,S-01,1298.9,05-03-2026 07:15,94.9,< 5.0,150.0,ug/m3,MAINT,"19.0762,72.8768"
E04134,PL-03,S-01,3594.3,05-03-2026 07:15,202.8,189.4,41.1,ug/m3,OK,"12.9707,77.5954"
E04135,PL-03,S-02,4266.3,05-03-2026 07:15,109.8,133.8,158.0,ug/m3,OK,"12.972,77.5943"
E04136,PL-03,S-03,2375.9,05-03-2026 07:15,143.9,6500.0,172.4,ug/m3,MAINT,"12.9711,77.5943"
E04137,LOC-DEL-01,A-01,0,05-03-2026 07:15,113.3,131.5,115.4,ug/m3,MAINT,"28.6134,77.208"
E04138,LOC-DEL-02,A-02,,05-03-2026 07:15,137.3,246.8,-4.4,mg/Nm3,OK,"28.6197,77.2143"
E04139,LOC-MUM-01,A-01,0.0,05-03-2026 07:15,174.9,156.0,66.3,ug/m3, Ok,"19.0763,72.8781"
E04140,LOC-BLR-01,A-01,0,05-03-2026 07:15,108.3,140.9,213.0,µg/m³,FAULT,"12.9717,77.594"
E04141,PL-01,S-01,4673.5,05-03-2026 07:30,122.5,100.3,130.1,ug/m3,error,"13.0827,-999.0"
E04142,PL-01,S-02,3169.0,05-03-2026 07:30,212.7,83.3,131.6,ug/m3,  OK  ,"13.082,80.2714"
E04143,PL-02,S-01,1272.3,05-03-2026 07:30,46.9,212.5,114.3,ug/m3,FAULT,"19.0768,72.8773"
E04144,PL-03,S-01,4741.7,05-03-2026 07:30,173.1,94.4,149.9,µg/m³,MAINT,"12.9724,77.5938"
E04146,PL-03,S-03,3683.8,05-03-2026 07:30,83.3,8500.0,113.5,ug/m3,  OK  ,"12.9713,77.595"
E04147,LOC-DEL-01,A-01,0.0,05-03-2026 07:30,74.4,144.9,-8.0,ug/m3,FAULT,"28.6146,77.2084"
E04148,LOC-DEL-02,A-02,,05-03-2026 07:30,< 1.0,167.2,150.1,ug/m3, maint,"28.6199,77.2147"
E04149,LOC-MUM-01,A-01,0,05-03-2026 07:30,113.0,135.4,132.2,ug/m3,MAINT,"19.0764,72.8784"
E04150,LOC-BLR-01,A-01,,05-03-2026 07:30,51.9,65.9,98.8,ug/m3,DOWN  ,"12.9717,77.595"
E04151,PL-01,S-01,4416.9,05-03-2026 07:45,179.6,55.1,123.6,ug/m3,error,"13.0833,80.2711"
E04152,PL-01,S-02,4969.1,05-03-2026 07:45,58.3,71.3,182.9,ug/m3,OK,"13.0835,80.2704"
E04153,PL-02,S-01,2287.4,05-03-2026 07:45,168.0,110.9,52.3,ug/m3,error,"19.0754,72.8779"
E04154,PL-03,S-01,1197.2,05-03-2026 07:45,140.6,170.0,207.9,ug/m3,maintenance,"12.9714,77.5951"
E04155,PL-03,S-02,4558.4,05-03-2026 07:45,31.7,149.0,191.2,µg/m³,ok ,"12.9723,77.5953"
E04156,PL-03,S-03,2180.5,05-03-2026 07:45,152.6,50.4,7777.0,ug/m3,  OK  ,"12.9719,77.5941"
E04157,LOC-DEL-01,A-01,0.0,05-03-2026 07:45,143.3,102.4,102.6,mg/Nm3,ok ,"28.6132,77.2095"
E04158,LOC-DEL-02,A-02,0,05-03-2026 07:45,131.5,187.8,145.0,ug/m3, maint,"28.6192,77.2149"
E04159,LOC-MUM-01,A-01,0,05-03-2026 07:45,15.0,15.0,15.0,ug/m3,FAULT,"19.0768,72.8771"
E04160,LOC-BLR-01,A-01,0.0,05-03-2026 07:45,167.1,144.7,93.6,ug/m3,OK,"12.9707,77.5956"
E04161,PL-01,S-01,2365.6,05-03-2026 08:00,104.0,164.4,157.0,ug/m3,OK,"13.0834,80.2716"
E04162,PL-01,S-02,1501.8,05-03-2026 08:00,93.8,177.4,228.3,ug/m3,down,"13.0826,80.2706"
E04163,PL-02,S-01,3583.0,05-03-2026 08:00,121.0,158.2,60.1,ug/m3,  MAINT ,"19.0767,72.877"
E04164,PL-03,S-01,3858.4,05-03-2026 08:00,<5.0,101.7,115.2,ug/m3,MAINT,"12.9716,77.5951"
E04165,PL-03,S-02,3799.2,04-03-2026 24:00,177.5,< 5.0,193.0,ug/m3, Ok,"12.9729,77.5955"
E04166,PL-03,S-03,2216.6,05-03-2026 08:00,193.0,110.5,160.3,ug/m3,MAINT,"12.9714,77.5946"
E04167,LOC-DEL-01,A-01,0,05-03-2026 08:00,102.7,153.1,15.0,ug/m3,OK,"28.6133,77.2089"
E04168,LOC-DEL-02,A-02,NULL,05-03-2026 08:00,87.5,139.9,80.5,ug/m3,OK,"28.6203,77.2149"
E04169,LOC-MUM-01,A-01,,05-03-2026 08:00,67.8,222.8,53.7,mg/Nm3, Ok,"19.0756,72.8777"
E04170,LOC-BLR-01,A-01,0.0,05-03-2026 08:00,256.6,153.0,235.7,µg/m³,down,"12.9715,77.5939"
E04171,PL-01,S-01,3463.7,05-03-2026 08:15,<2.0,223.1,274.5,ug/m3,FAULT,"13.083,80.2708"
E04172,PL-01,S-02,1298.6,05-03-2026 08:15,80.8,146.7,156.2,ug/m3,OK,"13.0837,80.2718"
E04173,PL-02,S-01,2831.4,05-03-2026 08:15,237.9,140.7,207.8,mg/Nm3,FAULT,"19.076,72.8778"
E04174,PL-03,S-01,4859.8,05-03-2026 08:15,65.0,106.2,194.7,ug/m3,FAULT,"12.9711,77.5942"
E04175,PL-03,S-02,3106.2,05-03-2026 08:15,137.2,89.3,186.1,ug/m3,OK,"12.9726,77.5959"
E04176,PL-03,S-03,3283.7,05-03-2026 08:15,83.0,127.8,120.7,ug/m3,MAINT,"12.9714,77.5951"
E04177,LOC-DEL-01,A-01,0,05-03-2026 08:15,88.8,133.9,70.0,ug/m3,OK,"28.6137,77.2099"
E04178,LOC-DEL-02,A-02,NULL,05-03-2026 08:15,150.1,-1.8,242.9,ug/m3,FAULT,"28.6202,77.2148"
E04179,LOC-MUM-01,A-01,0.0,05-03-2026 08:15,-6.7,83.7,68.3,mg/Nm3, maint,"19.077,72.877"
E04180,LOC-BLR-01,A-01,,05-03-2026 08:15,180.8,21.5,260.7,mg/Nm3,FAULT,"12.9709,77.5941"
E04181,PL-01,S-01,1911.6,05-03-2026 08:30,173.4,128.1,192.3,ug/m3,ok ,"13.0824,80.2702"
E04182,PL-01,S-02,1195.6,05-03-2026 08:30,82.7,147.1,193.9,ug/m3,MAINT,"13.0826,80.2706"
E04183,PL-02,S-01,4466.4,05-03-2026 08:30,154.5,117.1,< 5.0,ug/m3, Ok,"19.0764,72.8768"
E04184,PL-03,S-01,4471.8,05-03-2026 03:00 UTC,127.3,166.3,129.7,ug/m3,FAULT,"12.9725,77.5938"
E04185,PL-03,S-02,3773.0,04-03-2026 24:30,-3.9,54.2,15.0,ug/m3,error,"12.9714,77.5945"
E04186,PL-03,S-03,3712.9,05-03-2026 08:30,86.5,81.0,128.3,ug/m3,ok ,"12.9716,77.5955"
E04187,LOC-DEL-01,A-01,NULL,05-03-2026 08:30,193.7,199.3,-5.6,ug/m3,ok ,"28.6136,77.2094"
E04188,LOC-DEL-02,A-02,,05-03-2026 08:30,-14.2,97.2,69.1,ug/m3,FAULT,"28.6195,77.2147"
E04189,LOC-MUM-01,A-01,0,05-03-2026 08:30,193.0,184.4,65.9,ug/m3,OK,19.076;72.8777
E04190,LOC-BLR-01,A-01,0.0,05-03-2026 08:30,191.8,48.9,47.8,ug/m3,ok ,"12.9707,77.5943"
E04191,PL-01,S-01,1286.6,05-03-2026 08:45,150.0,148.6,151.2,ug/m3,FAULT,"13.0833,80.2711"
E04192,PL-01,S-02,4434.7,05-03-2026 08:45,15.7,75.0,61.7,ug/m3,OK,"13.0833,80.2711"
E04194,PL-03,S-01,4695.5,05-03-2026 08:45,85.9,75.6,126.8,ug/m3,  MAINT ,"12.9719,77.5953"
E04195,PL-03,S-02,3163.7,05-03-2026 08:45,179.4,77.5,82.4,ug/m3,MAINT,"12.9714,77.5956"
E04196,PL-03,S-03,2335.5,05-03-2026 08:45,115.1,20.6,216.7,ug/m3,OK,"12.9711,77.5958"
E04197,LOC-DEL-01,A-01,,05-03-2026 08:45,121.8,6500.0,134.1,ug/m3,OK,"28.6142,77.2083"
E04198,LOC-DEL-02,A-02,NULL,05-03-2026 08:45,-5.0,42.9,73.1,ug/m3,OFFLINE,"28.6204,77.2155"
E04199,LOC-MUM-01,A-01,NULL,05-03-2026 08:45,129.8,49.1,75.9,ug/m3,OFFLINE,"19.0754,72.8774"
E04200,LOC-BLR-01,A-01,0.0,05-03-2026 08:45,170.0,131.7,200.8,ug/m3,FAULT,"12.9719,77.5941"
E04201,PL-01,S-01,2549.8,05-03-2026 03:30 UTC,210.4,62.1,74.8,ug/m3,OK,"13.0822,80.2699"
E04202,PL-01,S-02,1205.2,05-03-2026 09:00,234.2,93.2,67.0,ug/m3,FAULT,"13.0823,80.2713"
E04203,PL-02,S-01,1930.2,05-03-2026 09:00,174.0,77.2,106.0,ug/m3,FAULT,"19.0757,72.8768"
E04204,PL-03,S-01,2975.0,05-03-2026 09:00,80.4,180.4,115.4,ug/m3, maint,"12.9725,77.5952"
E04205,PL-03,S-02,3177.7,05-03-2026 09:00,185.7,95.2,128.3,ug/m3,  MAINT ,"12.9725,77.595"
E04206,PL-03,S-03,1814.7,05-03-2026 09:00,77.9,100.4,48.7,ug/m3,MAINT,"12.9713,77.5953"
E04208,LOC-DEL-02,A-02,,05-03-2026 09:00,154.6,104.7,15.0,ug/m3,FAULT,"28.6205,77.2151"
E04209,LOC-MUM-01,A-01,,05-03-2026 09:00,104.5,152.4,142.0,ug/m3,OK,"19.0751,72.8781"
E04210,LOC-BLR-01,A-01,NULL,05-03-2026 09:00,36.1,61.7,< 2.0,ug/m3,offline,"12.9726,77.5949"
E04211,PL-01,S-01,1180.8,05-03-2026 09:15,86.7,137.8,50.0,ug/m3,OK,"13.083,80.2702"
E04212,PL-01,S-02,3729.7,05-03-2026 09:15,96.8,15.0,69.6,ug/m3,MAINT,"13.0824,80.2706"
E04213,PL-02,S-01,2320.2,05-03-2026 09:15,131.6,156.5,246.8,ug/m3,FAULT,"19.0769,72.8782"
E04214,PL-03,S-01,3058.4,05-03-2026 09:15,110.7,156.4,103.2,ug/m3,MAINT,"12.9714,77.5951"
E04215,PL-03,S-02,1968.7,05-03-2026 09:15,168.6,92.0,164.1,ug/m3,FAULT,"12.973,77.5941"
E04216,PL-03,S-03,4570.8,05-03-2026 09:15,194.2,136.8,229.0,ug/m3,FAULT,"12.9722,77.5954"
E04217,LOC-DEL-01,A-01,NULL,05-03-2026 09:15,70.4,178.0,140.8,ug/m3,offline,"28.6146,77.2098"
E04218,LOC-DEL-02,A-02,,05-03-2026 09:15,137.5,148.9,-4.1,ug/m3,  MAINT ,"28.6201,77.216"
E04219,LOC-MUM-01,A-01,,05-03-2026 09:15,110.4,112.5,104.7,mg/Nm3,ok ,"19.0763,72.8784"
E04220,LOC-BLR-01,A-01,0.0,05-03-2026 09:15,72.0,148.8,154.4,ug/m3,FAULT,"12.9721,77.5944"
E04221,PL-01,S-01,3363.7,05-03-2026 09:30,140.7,139.5,142.7,mg/Nm3,OK,"13.0835,80.2717"
E04222,PL-01,S-02,1696.8,05-03-2026 09:30,32.7,108.2,<5.0,ug/m3, fault ,"13.0825,80.2705"
E04223,PL-02,S-01,2579.1,04-03-2026 24:30,73.0,108.7,151.1,ug/m3,OK,"19.0762,72.8785"
E04224,PL-03,S-01,4823.3,05-03-2026 04:00 UTC,132.0,125.5,138.1,µg/m³, fault ,"12.9724,77.5948"
E04225,PL-03,S-02,4542.8,05-03-2026 09:30,105.3,129.7,125.9,ug/m3,FAULT,"12.9724,77.5952"
E04226,PL-03,S-03,4138.4,05-03-2026 09:30,69.6,123.2,78.3,ug/m3,MAINT,"12.9717,77.595"
E04228,LOC-DEL-02,A-02,NULL,05-03-2026 09:30,114.4,68.9,-2.2,ug/m3,FAULT,"28.6199,77.2156"
E04229,LOC-MUM-01,A-01,,05-03-2026 09:30,72.6,163.3,141.4,ug/m3,ok ,"19.0755,72.8775"
E04230,LOC-BLR-01,A-01,0,05-03-2026 09:30,161.9,173.0,145.7,µg/m³,Error 404,"12.9722,77.5942"
E04231,PL-01,S-01,2335.2,05-03-2026 09:45,239.4,193.3,129.8,ug/m3,FAULT,"13.0836,80.2699"
E04232,PL-01,S-02,1997.4,04-03-2026 24:45,117.8,158.8,33.4,ug/m3,MAINT,"13.0822,80.272"
E04233,PL-02,S-01,2987.1,05-03-2026 09:45,204.6,99.2,119.6,ug/m3,OK,"19.0752,72.8769"
E04234,PL-03,S-01,2968.8,05-03-2026 09:45,98.1,62.0,116.8,mg/Nm3,ok ,"12.9709,77.5956"
E04235,PL-03,S-02,2492.9,05-03-2026 09:45,-8.0,217.1,BDL,ug/m3, fault ,"12.9725,77.5946"
E04236,PL-03,S-03,4513.2,04-03-2026 24:45,21.3,93.2,67.2,ug/m3,FAULT,"12.9717,77.5955"
E04237,LOC-DEL-01,A-01,0,05-03-2026 04:15 UTC,195.5,141.0,48.8,µg/m³,MAINT,"28.6135,77.2086"
E04238,LOC-DEL-02,A-02,0,05-03-2026 09:45,210.8,-2.8,101.6,µg/m³,OK,"28.6199,77.2152"
E04239,LOC-MUM-01,A-01,,05-03-2026 09:45,62.4,117.2,103.9,µg/m³,OK,"19.0758,72.8774"
E04240,LOC-BLR-01,A-01,0.0,05-03-2026 09:45,148.1,140.4,130.5,ug/m3,MAINT,"12.9723,77.594"
E04241,PL-01,S-01,3421.5,05-03-2026 10:00,149.3,236.8,181.0,ug/m3,MAINT,"13.0819,80.2705"
E04242,PL-01,S-02,2536.4,05-03-2026 10:00,265.7,204.9,148.7,ug/m3, maint,"13.082,80.2705"
E04243,PL-02,S-01,3293.2,05-03-2026 10:00,89.2,BDL,161.8,ug/m3,MAINT,"19.0766,72.8776"
E04244,PL-03,S-01,3098.3,05-03-2026 10:00,238.7,32.4,99.9,ug/m3, Ok,"12.9713,77.5954"
E04245,PL-03,S-02,1311.5,05-03-2026 10:00,161.2,< 5.0,89.9,ug/m3,OK,"12.9717,77.5949"
E04246,PL-03,S-03,2277.1,05-03-2026 10:00,85.6,121.7,68.6,µg/m³,FAULT,"12.9713,77.5938"
E04247,LOC-DEL-01,A-01,,05-03-2026 10:00,49.8,108.5,183.8,ug/m3, fault ,"28.6144,77.2094"
E04248,LOC-DEL-02,A-02,0,05-03-2026 10:00,93.6,123.3,64.9,ug/m3,OK,"28.621,77.2157"
E04249,LOC-MUM-01,A-01,NULL,05-03-2026 10:00,166.8,97.4,57.6,ug/m3, fault ,"19.0755,72.8779"
E04250,LOC-BLR-01,A-01,0,05-03-2026 10:00,48.6,34.5,121.7,ug/m3,MAINT,"12.9709,77.5937"
E04251,PL-01,S-01,3829.0,05-03-2026 10:15,105.8,117.2,115.1,µg/m³,FAULT,"13.082,80.2706"
E04252,PL-01,S-02,1263.6,05-03-2026 10:15,6500.0,<4.0,244.4,ug/m3,OK,"13.0823,80.2705"
E04253,PL-02,S-01,1138.4,05-03-2026 10:15,27.1,85.6,96.3,ug/m3,MAINT,"19.0754,72.877"
E04254,PL-03,S-01,3416.5,05-03-2026 10:15,61.8,105.2,98.6,ug/m3,MAINT,"12.9724,77.5943"
E04255,PL-03,S-02,4571.1,05-03-2026 10:15,76.3,124.1,52.2,ug/m3,FAULT,"12.972,77.595"
E04257,LOC-DEL-01,A-01,,05-03-2026 10:15,138.8,121.6,35.8,ug/m3,DOWN  ,"28.6144,77.2087"
E04258,LOC-DEL-02,A-02,0,05-03-2026 10:15,<1.0,120.5,171.4,ug/m3, ok ,"28.6193,77.2155"
E04259,LOC-MUM-01,A-01,NULL,05-03-2026 10:15,95.7,15.0,90.4,µg/m³,FAULT,"19.0764,72.8772"
E04260,LOC-BLR-01,A-01,0.0,05-03-2026 10:15,217.1,44.8,236.9,ug/m3,OK,"12.9711,77.5938"
E04261,PL-01,S-01,3548.0,05-03-2026 10:30,197.9,15.0,140.2,ug/m3,OK,"13.082,80.2709"
E04262,PL-01,S-02,1351.7,05-03-2026 10:30,137.2,100.4,116.5,ug/m3,OK,"13.0821,80.2702"
E04263,PL-02,S-01,1499.6,05-03-2026 10:30,192.3,97.8,90.9,ug/m3,MAINT,"19.0751,72.8775"
E04264,PL-03,S-01,4074.6,05-03-2026 10:30,-6.9,231.9,66.1,ug/m3,Error 404,"12.9716,77.5947"
E04265,PL-03,S-02,3064.5,05-03-2026 10:30,<5.0,199.0,15.0,ug/m3,ok ,"12.971,77.5945"
E04266,PL-03,S-03,3876.3,04-03-2026 24:30,62.3,132.6,79.2,ug/m3,Error 404,"12.9718,77.5956"
E04267,LOC-DEL-01,A-01,,05-03-2026 10:30,116.3,132.1,47.1,ug/m3,MAINT,"28.6148,77.2096"
E04268,LOC-DEL-02,A-02,,05-03-2026 10:30,7777.0,199.0,152.6,ug/m3,FAULT,"28.621,77.2142"
E04269,LOC-MUM-01,A-01,NULL,05-03-2026 10:30,9999.0,-2.9,91.9,ug/m3, maint,"19.0768,72.877"
E04270,LOC-BLR-01,A-01,0.0,05-03-2026 10:30,< 1.0,173.7,141.6,ug/m3,MAINT,"12.9714,77.5949"
E04271,PL-01,S-01,2929.7,05-03-2026 10:45,38.3,24.2,97.1,ug/m3,  OK  ,"13.082,80.2703"
E04272,PL-01,S-02,1847.6,05-03-2026 10:45,-1.7,40.5,232.5,mg/Nm3,OK,"13.0833,80.271"
E04273,PL-02,S-01,2702.3,05-03-2026 10:45,79.9,15.0,116.1,ug/m3,MAINT,"19.0757,72.8779"
E04274,PL-03,S-01,2357.9,05-03-2026 10:45,117.9,160.9,BDL,ug/m3,OK,"12.9716,77.5952"
E04275,PL-03,S-02,2155.6,05-03-2026 10:45,103.9,BDL,< 5.0,mg/Nm3,OFFLINE,"12.9717,77.5948"
E04276,PL-03,S-03,1320.7,05-03-2026 10:45,114.2,15.0,75.3,mg/Nm3,FAULT,"12.9716,77.5954"
E04277,LOC-DEL-01,A-01,,05-03-2026 10:45,184.0,124.7,109.2,µg/m³,FAULT,"28.6137,77.2084"
E04278,LOC-DEL-02,A-02,NULL,05-03-2026 10:45,125.9,53.2,56.4,ug/m3,OK,"28.6198,77.2152"
E04279,LOC-MUM-01,A-01,0.0,05-03-2026 10:45,29.2,153.2,228.3,µg/m³,MAINT,"19.076,72.8773"
E04280,LOC-BLR-01,A-01,NULL,04-03-2026 24:45,191.5,106.3,44.6,ug/m3,FAULT,"12.9723,77.594"
E04281,PL-01,S-01,2040.1,04-03-2026 24:00,<2.0,123.9,167.6,ug/m3,MAINT,"13.0822,80.2709"
